DESCRIPCION PRINCIPIO ACTIVO,NOMBRE GENERICO,PRESENTACION,FABRICANTE
HIALURONICO,FERMATHRON,LIQUIDO/SOLIDO,MERCK
IRBESARTAN,IRBETT,SOLIDO,METLEN PHARMA
VERAPAMILO,VERAPAMILO,SOLIDO,LABIFAR
CANDESARTAN,CANDESARTAN,SOLIDO,LABIFAR
FLUTAMIDA,FLULEM,SOLIDO,LEMERY
OXALIPLATINO,ENTIA,LIQUIDO/SOLIDO,LEMERY
CIPROTERONA,CIPROTERONA,SOLIDO,BERLIMED
LEUPRORELINA,LIPROLONDEPOT,LIQUIDO/SOLIDO,DONG A
MITOXANTRONA,MITOXANTRON EBEWE,LIQUIDO/SOLIDO,EBEWE PHARMA
VENLAFAXINA,VENLAX,SOLIDO,BUSSIE
DOXORUBICINA,DOXOLEM,LIQUIDO/SOLIDO,LEMERY
VINORELBINA,VIESSIA,LIQUIDO/SOLIDO,LEMERY
EPROSARTAN,TEVETEN,SOLIDO,LAFRANCOL
VERAPAMILO,VERAPAMILO,SOLIDO,PENTACOOP
VERAPAMILO,VERAPAMILO,SOLIDO,SANOFI AVENTIS
OCTREOTIDO,SECRESTAT,LIQUIDO/SOLIDO,LEMERY
ADENOSINA,ADENOSINE,LIQUIDO/SOLIDO,AMA
OMEPRAZOL,MEPHA GASEC,SOLIDO,MEPHA
ZOLEDRONICO,ZOLDRIA,LIQUIDO/SOLIDO,BIOTOSCANA
CEFUROXIME,FUCEROX,LIQUIDO/SOLIDO,PISA
BISOPROLOL,BISOPREX,SOLIDO,GOTLAND
CIPROTERONA,LADY-TEN,SOLIDO,TEVA
MONTELUKAST,MONTELUKAST,SOLIDO,LABIFAR
IDARRUBICINA,IDARALEM,LIQUIDO/SOLIDO,LEMERY
MITOXANTRONA,FORMYXAN,LIQUIDO/SOLIDO,PISA
GESTODENO,GYNOVIN,SOLIDO,BAYER
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,EPICARIS
MITOMICINA,MITOLEM,LIQUIDO/SOLIDO,LEMERY
VENLAFAXINA,EDUXON,SOLIDO,PROCAPS
TIBOLONA,MENOTIBOL,SOLIDO,TECNOQUIMICAS
MONTELUKAST,MONTEMAR,SOLIDO,BIOTOSCANA
CIPROTERONA,BIOFACE,SOLIDO,EFFIK
METILPREDNISOLONA,PREDNILEM,LIQUIDO/SOLIDO,LEMERY
TOPIRAMATO,TOPIROL,SOLIDO,SUN PHARMACEUTICAL
CLOPIDOGREL,HOGEL,SOLIDO,ANZG
OXALIPLATINO,TARCKOPLATIN,LIQUIDO/SOLIDO,MERCK
PACLITAXEL,TARCKOTAXEL,LIQUIDO/SOLIDO,MERCK
IRINOTECAN,TARCKORIN,LIQUIDO/SOLIDO,MERCK
FACTOR,HEMORAAS,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,GLENMARK
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,GLENMARK
GABAPENTIN,NERODEN,SOLIDO,PROCAPS
CIPROTERONA,CIPROTERONA,SOLIDO,AMA
VERAPAMILO,VERAPAMILO,SOLIDO,COOPIDROGAS
CICLOSPORINA,CICLOSPORINA,SOLIDO,LAFRANCOL
VERAPAMILO,VERAPAMILO,SOLIDO,AZ PHARMA
CARVEDILOL,CURPINOL,SOLIDO,MEGA LABS
LAMOTRIGINA,LAMOTRIGINA,SOLIDO,FOCUS
TOXINA,LANTOX,LIQUIDO/SOLIDO,DERMACARE
INSULINA,HUMALOG  MIX,LIQUIDO/SOLIDO,ELI LILLY
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,FOCUS
RITONAVIR,RITONAVIR,SOLIDO,FOCUS
CLOPIDOGREL,ALGILIS,SOLIDO,PATMAR
MOXIFLOXACINA,FLUXINOL,SOLIDO,PROCAPS
CLOPIDOGREL,CLENTEL,SOLIDO,MEGA LABS
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,UQUIFA
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,NATURMEDIK
DEFERASIROX,EXJADE,SOLIDO,NOVARTIS
RISEDRONICO,RISONATO,SOLIDO,CHALVER
VINORELBINA,VINORELBINE,LIQUIDO/SOLIDO,EBEWE PHARMA
ETANERCEPT,ENBREL,LIQUIDO/SOLIDO,WYETH
MEMANTINA,ESMIRTAL,SOLIDO,MEGA LABS
VERAPAMILO,ZOSINCOL,SOLIDO,BIOQUIMICO PHARMA
EZETIMIBE,EZETENAL,SOLIDO,MEGA LABS
VERAPAMILO,VERAPAMILO,SOLIDO,LAFRANCOL
COMPLEJO,,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY
INMUNOGLOBULINA,HEPATECT,LIQUIDO/SOLIDO,BIOTEST
RITONAVIR,ACROL,SOLIDO,PROCAPS
MOXIFLOXACINA,MOXIDIN,SOLIDO,GALENO QUIMICA
EZETIMIBE,ELIPOLOL,SOLIDO,BUSSIE
MONTELUKAST,MONTELUKAST,SOLIDO,OPHALAC
FENOFIBRATO,NORTRICOL,SOLIDO,METLEN PHARMA
ERITROPOYETINA,ERITROPOYETINA,SOLIDO,BAXTER
IRINOTECAN,IRINOTECAN,LIQUIDO/SOLIDO,GLENMARK
VENLAFAXINA,EDUXON,SOLIDO,COLMED
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,RICHMOND
ERITROPOYETINA,HEBERITRO,SOLIDO,HEBER BIOTEC
VENLAFAXINA,SESAREN,SOLIDO,MEGA LABS
RISEDRONICO,OSTEOCLAX,SOLIDO,TECNOQUIMICAS
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,RICHMOND
EFAVIRENZ,EFAVIRENZ,SOLIDO,FOCUS
ACICLOVIR,ACICLOVIR,LIQUIDO/SOLIDO,FEPARVI
INMUNOGLOBULINA,INMUNOGLOBULINA HUMANA ANTI D (RHO),LIQUIDO/SOLIDO,FARMACUBA
DEFLAZACORT,DEZARTAL,SOLIDO,ANDROMACO
LEVONORGESTREL,ANULETTE,SOLIDO,SILESIA
LEVONORGESTREL,ANULETTE CD,SOLIDO,SILESIA
VERAPAMILO,VERAX,SOLIDO,BIOTOSCANA
LEVONORGESTREL,ANULETTE 20,SOLIDO,SILESIA
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,BIOPAS
LEVONORGESTREL,ANULETTE TRES,SOLIDO,SILESIA
VERAPAMILO,VERAPAMILO,SOLIDO,FARMATECH
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,BIOPAS
VERAPAMILO,VERAPAMILO,SOLIDO,COLPHARMA
IRINOTECAN,IRINOTECAN,LIQUIDO/SOLIDO,BIOPAS
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,BIOPAS
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,GLENMARK
LANSOPRAZOL,LANXIMED,SOLIDO,BIOCHEM
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,EBEWE PHARMA
EZETIMIBE,EZETIMIBA,SOLIDO,AMERICAN GENERICS
LEVONORGESTREL,EVONIL,SOLIDO,PROCAPS
IRINOTECAN,IRINOTEL,LIQUIDO/SOLIDO,FRESENIUS
DROSPIRENONA,ISIS 30,SOLIDO,CHALVER
IDARRUBICINA,IDARUBICINA,LIQUIDO/SOLIDO,BIOPAS
FLUDARABINA,FLUDARABINA,LIQUIDO/SOLIDO,BIOPAS
FOSFOLIPIDOS,ALVEOFACT,LIQUIDO/SOLIDO,BIOTOSCANA
SIMVASTATIN,,SOLIDO,AMERICAN GENERICS
EZETIMIBE,DUTEZEN,SOLIDO,TECNOQUIMICAS
CILOSTAZOL,LICUAGEN,SOLIDO,HUMANCARE
IRINOTECAN,NEOTECAN,LIQUIDO/SOLIDO,RICHMOND
DOXORUBICINA,DOXBIAN,LIQUIDO/SOLIDO,PHARMARKETING
DOXORUBICINA,DOXBIAN,LIQUIDO/SOLIDO,RICHMOND
OXALIPLATINO,XALIPLAT,LIQUIDO/SOLIDO,RICHMOND
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,BIOPAS
OXIBUTININA,OXIBUTIN,SOLIDO,BLASKOV
METILPREDNISOLONA,METILPREDNISOLONA,LIQUIDO/SOLIDO,CARLON
RISEDRONICO,RISEDRONATO,SOLIDO,LA SANTE
RISEDRONICO,RISENAT,SOLIDO,GALENO QUIMICA
VALSARTAN,VALSARTAN,SOLIDO,SANOFI AVENTIS
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,VICARFARMACEUTICA
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,CARLON
VERAPAMILO,VERALIDE,SOLIDO,ICOM
QUETIAPINA,ONIKET,SOLIDO,MEGA LABS
QUETIAPINA,,,
CELECOXIB,CELECOXIB,SOLIDO,VICARFARMACEUTICA
LEVONORGESTREL,PLANORFEM,SOLIDO,JAI PHARMA
CEFUROXIME,CEFUROXIMA,LIQUIDO/SOLIDO,FARMALOGICA
PACLITAXEL,PAXETAL,LIQUIDO/SOLIDO,RICHMOND
CILOSTAZOL,LIGAMAX,SOLIDO,BIOTOSCANA
ALPROSTADIL,ALPROSTADIL,LIQUIDO/SOLIDO,AMA
TRANDOLAPRIL,TARKA SR,SOLIDO,LAFRANCOL
CICLOSPORINA,GENOSPORIN,SOLIDO,AMERICAN GENERICS
TOPIRAMATO,CONVIRAM,SOLIDO,FOCUS
CABERGOLINA,CABERGOLINA,SOLIDO,AMERICAN GENERICS
LAMOTRIGINA,LAMEP,SOLIDO,LAFRANCOL
ANIDULAFUNGINA,,,
ESZOPICLONA,ZOMILAN,SOLIDO,PROCAPS
QUETIAPINA,TIAMAX,SOLIDO,GARMISCH
LETROZOL,LETROZOL,SOLIDO,BIOPAS
CLOPIDOGREL,CLOPIDOGREL,SOLIDO,COMERFAR
MONTELUKAST,PLENAIR,SOLIDO,MEGA LABS
ORLISTAT,ORLISTAT,SOLIDO,PAULY
ENOXAPARINA,NUROX,LIQUIDO/SOLIDO,LABORATORIO CHILE
ORLISTAT,ORALLI LW,SOLIDO,TAKEDA
DROSPIRENONA,DUCCINEA,SOLIDO,NOVAMED
ATORVASTATINA,ZITREZOL,SOLIDO,BUSSIE
IRINOTECAN,CAMPTOLEM,LIQUIDO/SOLIDO,LEMERY
MONTELUKAST,INMUNOKAST,SOLIDO,ANDROMACO
ARIPIPRAZOL,ILIMIT,SOLIDO,MEGA LABS
CIPROTERONA,TEZAN,SOLIDO,BIOTOSCANA
MONTELUKAST,MONUKAST,SOLIDO,GALENO QUIMICA
LEVONORGESTREL,AMESTRAL SUAVE,SOLIDO,TECNOQUIMICAS
CLOPIDOGREL,CIRGREL,SOLIDO,GALENO QUIMICA
MONTELUKAST,MONUKAST,SOLIDO,LA SANTE
VINORELBINA,VINOBINA,LIQUIDO/SOLIDO,BIOTOSCANA
LAMOTRIGINA,BIOTOSCANA,SOLIDO,BIOTOSCANA
DONEPEZIL,DOPECILO,SOLIDO,APOLO
LEVONORGESTREL,SERMELLA 10,SOLIDO,NOVAMED
ENOXAPARINA,CLASINA,LIQUIDO/SOLIDO,LAFRANCOL
FACTOR,NANOTIV,LIQUIDO/SOLIDO,OCTAPHARMA
ARIPIPRAZOL,FAXOTINA,SOLIDO,TECNOQUIMICAS
TOPOTECAN,TOPODRIA,LIQUIDO/SOLIDO,BIOTOSCANA
VERAPAMILO,VERAPAMILO,SOLIDO,COMERFAR
FENTANILO,NOLEDUL,SOLIDO,AMARIN
CILOSTAZOL,ARITAN,SOLIDO,LAFRANCOL
EFAVIRENZ,EFAVIRENZ,SOLIDO,STRIDES ARCOLAB
EZETIMIBE,EZETIMIBE,SOLIDO,MK
CILOSTAZOL,CILOSTAZOL,SOLIDO,AMERICAN GENERICS
DROSPIRENONA,VERONIQ MINI,SOLIDO,PROCAPS
METILPREDNISOLONA,CIPRIDANOL,LIQUIDO/SOLIDO,RICHMOND
RISEDRONICO,RESIDRON,SOLIDO,BIOTOSCANA
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,MEDIMEX
ATOMOXETINA,TONEBEC,SOLIDO,TECNOQUIMICAS
DOMPERIDONA,DOMPERIDONA,SOLIDO,SANDOZ
BICALUTAMIDA,BICALUTAMIDA,SOLIDO,SANDOZ
CEFUROXIME,CEFXIRO,LIQUIDO/SOLIDO,CLARIS LIFESCIENCES
RISEDRONICO,RISEDRINATO,SOLIDO,BUSSIE
MEDROXIPROGESTERONA,DEPOFEMIN,LIQUIDO/SOLIDO,TECNOQUIMICAS
OXALIPLATINO,OXPLAR,LIQUIDO/SOLIDO,BIOTOSCANA
VALSARTAN,,,
DROSPIRENONA,PROTIMEST,SOLIDO,TECNOQUIMICAS
GABAPENTIN,GABAPENTINA,SOLIDO,LAFRANCOL
DONEPEZIL,DONEPECILO,SOLIDO,ALPEX
DONEPEZIL,DONEPEZILO,SOLIDO,ALPEX
DESOGESTREL,ODETTE,SOLIDO,PROCAPS
CIPROTERONA,CIPROTERONA,SOLIDO,BCN MEDICAL
CLOPIDOGREL,CLOPIDOGREL,SOLIDO,WINTHROP
ARIPIPRAZOL,ALPEX ARIPRAX,SOLIDO,ALPEX
ARIPIPRAZOL,ARIPRAX,SOLIDO,GARMISCH
PACLITAXEL,,,
IPRATROPIO,IPRASYNT,LIQUIDO,FAES FARMA
LEVONORGESTREL,SERMELLA,SOLIDO,NOVAMED
CIPROTERONA,CETOL,SOLIDO,TECNOQUIMICAS
QUETIAPINA,EXQUIA,SOLIDO,GERIAPHARM
ORLISTAT,ORLIGTH,SOLIDO,PROCAPS
ESTROGENOS,FEVENY,SEMISOLIDO,FAES FARMA
ESTROGENOS,ESTABLIZANTE-E,SEMISOLIDO,ANZG
VORINOSTAT,ZOLINZA,SOLIDO,MERCK
FILGRASTIM,HEBERVITAL,LIQUIDO/SOLIDO,HEBER BIOTEC
ENOXAPARINA,EXIRINA,LIQUIDO/SOLIDO,BIOTOSCANA
ARIPIPRAZOL,ABIPREN,SOLIDO,TAKEDA
DONEPEZIL,DANAZ,SOLIDO,BIOTOSCANA
ANFOTERICINA,ANFOCINA,LIQUIDO/SOLIDO,BIOTOSCANA
ANASTROZOL,ANAZTA,SOLIDO,BIOTOSCANA
ENOXAPARINA,NOXARIN,LIQUIDO/SOLIDO,ALLIANCE MANAGEMENT SOLUTIONS
GLICLAZIDA,GLYCINORM,SOLIDO,IPCA
METILPREDNISOLONA,METILPREDNISOLONA,LIQUIDO/SOLIDO,PISA
ARIPIPRAZOL,ARIPSI,SOLIDO,LAFRANCOL
DOMPERIDONA,DOMPERIDONA,SOLIDO,AMERICAN GENERICS
CLOPIDOGREL,CLOPIDOGREL,SOLIDO,GARMISCH
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,EBEWE PHARMA
VALSARTAN,PRESVAL,SOLIDO,GALENO QUIMICA
VALPROICO,EPIGEL,SOLIDO,CHALVER
OMEPRAZOL,OMEPRAZOL,SOLIDO,FOCUS
MEMANTINA,MINERVIT,SOLIDO,SYNTHESIS
LEUPRORELINA,LUPRON,LIQUIDO/SOLIDO,ABBOTT  / ABBVIE
LEUPRORELINA,,,
ENOXAPARINA,ENOXAPARINA SODICA,LIQUIDO/SOLIDO,GLAND PHARMA
VALSARTAN,VALTANH,SOLIDO,LAFRANCOL
ENOXAPARINA,,,
TOPIRAMATO,TOPILEX,SOLIDO,BIOTOSCANA
FLUTICASONA,,,
LEVONORGESTREL,EMERGYN,SOLIDO,SYNTHESIS
ATOMOXETINA,ABRETIA,SOLIDO,MEGA LABS
GABAPENTIN,GABAPENTINA,SOLIDO,SANDOZ
ATOMOXETINA,,,
QUETIAPINA,KETIAN 200 MG,SOLIDO,PROCAPS
MESALAZINA,MELAZ,LIQUIDO,LAFRANCOL
MESALAZINA,,,
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,GLENMARK
VALPROICO,XANOXIA,SOLIDO,BIOTOSCANA
MEMANTINA,ZEIMER,SOLIDO,LAFRANCOL
ORLISTAT,KILOSTOP,SOLIDO,MANUFACTURERA MUNDIAL FARMACEUTICA
OCTREOTIDO,INFATALIDINA,LIQUIDO/SOLIDO,PISA
GEMCITABINA,GEMTAZ-SUN,LIQUIDO/SOLIDO,SUN PHARMACEUTICAL
LEVONORGESTREL,ACTIVA28,SOLIDO,BCN MEDICAL
LETROZOL,LEZORIA,SOLIDO,BIOTOSCANA
CIPROFIBRATO,CIPROFIBRATO,SOLIDO,AMERICAN GENERICS
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,MEDIMEX
FORMOTEROL,ATIMOS,SOLIDO,CHIESI
INMUNOGLOBULINA,INMUNOGLOBULINA HUMANA HEPATITIS B,LIQUIDO/SOLIDO,BPL
DROSPIRENONA,FEMIPLUS,SOLIDO,ANDROMACO
IRBESARTAN,IRBESARTAN,SOLIDO,WINTHROP
IRBESARTAN,,,
CLOPIDOGREL,,,
RASAGILINA,AZILECT,SOLIDO,TEVA
APREPITANT,,,
QUETIAPINA,QUETIAZIC,SOLIDO,MONTE VERDE
TIMOLOL,OFTIPRES,LIQUIDO,DISTRIBUIDORA NACIONAL DE AVANZADA
VERAPAMILO,VERALIDE,SOLIDO,COOPIDROGAS
FLUMAZENIL,FLUMAZENIL,LIQUIDO/SOLIDO,BRAUN MELSUNGEN
LANSOPRAZOL,HELYCOPEP,SOLIDO,ICNAG
ENOXAPARINA,ENOXAPARINA SODICA,LIQUIDO/SOLIDO,PHARMAYECT
MEROPENEM,GENEROPEM,LIQUIDO/SOLIDO,RANBAXY
MEROPENEM,GENEROPEM,LIQUIDO/SOLIDO,LAFRANCOL
ORLISTAT,ALLI,SOLIDO,GLAXOSMITHKLINE
CIPROTERONA,FESTAGEN,SOLIDO,PROCAPS
VENLAFAXINA,DESMARIL,SOLIDO,LAFRANCOL
VENLAFAXINA,,,
GABAPENTIN,GABAPENTINA,SOLIDO,LA SANTE
ANFOTERICINA,FUNGIPLUS,LIQUIDO/SOLIDO,BHARAT SERUM
VERAPAMILO,VERAPAMILO,SOLIDO,BEST
RISEDRONICO,DRINATO,SOLIDO,LABINCO
CITARABINA,,,
METOPROLOL,METOPROLOL,SOLIDO,GENFAR
ATOMOXETINA,TOMOXET,SOLIDO,LAFRANCOL
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,PINT PHARMA
CELECOXIB,IPCA CELICA,SOLIDO,IPCA
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,VITROFARMA
FLUTICASONA,FLUTICASONA,LIQUIDO,NOVARTIS
METOPROLOL,METPURE XL,SOLIDO,EMCURE
METOPROLOL,,,
ENOXAPARINA,ENOXTROM,LIQUIDO/SOLIDO,ASWELFMEDICAL
VERAPAMILO,VERAPAMILO,SOLIDO,CARLON
MEROPENEM,PISAPEM,LIQUIDO/SOLIDO,PISA
LANSOPRAZOL,ROTER UL,SOLIDO,BIOQUIMICO PHARMA
MEMANTINA,LUCIDEX,SOLIDO,BAGO
LANSOPRAZOL,GASOPROL,SOLIDO,GRUINFACOL
GEMCITABINA,OKAGEM,LIQUIDO/SOLIDO,PINT PHARMA
NEVIRAPINA,NEVIRAPINA,LIQUIDO,LEGRAND
CIPROFIBRATO,CIPROFIBRATO,SOLIDO,WINTHROP
IRINOTECAN,,,
SUGAMMADEX,BRIDION,LIQUIDO/SOLIDO,MERCK SHARP DOME
SUGAMMADEX,BRIDION,LIQUIDO/SOLIDO,MERCK
PERINDOPRIL,,,
ORLISTAT,COLMED ORLISTAT FAST,SOLIDO,COLMED
MEDROXIPROGESTERONA,SAYANA,LIQUIDO/SOLIDO,PFIZER
ESZOPICLONA,ESZOPICLONA,SOLIDO,AMERICAN GENERICS
METILPREDNISOLONA,METILPREDNISOLONA,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO
METILPREDNISOLONA,,,
IRINOTECAN,LABDOSAFIXANO,LIQUIDO/SOLIDO,DOSA
VINORELBINA,LABDOSA VILNE,LIQUIDO/SOLIDO,DOSA
BRIMONIDINA,ALPHAGAN Z,LIQUIDO,ALLERGAN
BRIMONIDINA,,,
ANFOTERICINA,ANFOTERICINA B,LIQUIDO/SOLIDO,PINT PHARMA
FILGRASTIM,GENFILGRAS,LIQUIDO/SOLIDO,LAFRANCOL
EFAVIRENZ,EFCURE,SOLIDO,CLOSTER PHARMA
TOPOTECAN,TOPOTECAN,LIQUIDO/SOLIDO,PINT PHARMA
FACTOR,FACTOR VIII DE COAGULACION HUMANO,LIQUIDO/SOLIDO,CSL
ATOMOXETINA,ACEPTOL,SOLIDO,BUSSIE
LANSOPRAZOL,,,
GABAPENTIN,AGNA,SOLIDO,GENFAR
ENOXAPARINA,ENOXAPARINA SODICA,LIQUIDO/SOLIDO,PROCLIN
ADENOSINA,ADENOSINA,LIQUIDO/SOLIDO,MAX VISION
FLUTICASONA,LIRTODAC,LIQUIDO,MERCK
LANSOPRAZOL,KRONIGAS,SOLIDO,BRADYSTER
DORZOLAMIDA,DORZAMID,LIQUIDO,BIOTOSCANA
CANDESARTAN,ALZIPREX,SOLIDO,LABINCO
ANFOTERICINA,AMPHOCIL,LIQUIDO/SOLIDO,PHARMALAB
VERAPAMILO,VERAPRESS,SOLIDO,BIOQUIFAR
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,VHB MEDI SCIENCES
MEMANTINA,AIRZAT,SOLIDO,LABINCO
ESOMEPRAZOL,CRONOPEP,LIQUIDO/SOLIDO,BIOTOSCANA
ORLISTAT,ORLISTAT,SOLIDO,AMERICAN GENERICS
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,AMERICAN GENERICS
ESOMEPRAZOL,ESOZ,LIQUIDO/SOLIDO,GALENO QUIMICA
LEVONORGESTREL,SINPREG,SOLIDO,LA SANTE
METOPROLOL,METOPROLOL,SOLIDO,RICHMOND
ENOXAPARINA,ENOXATAL,LIQUIDO/SOLIDO,VITALIS
OXIBUTININA,DITRO,SOLIDO,PHOENIX
LEVONORGESTREL,BIOTOSCANA NOGESTYL,SOLIDO,BIOTOSCANA
DIACEREINA,FLAMTOR,SOLIDO,GLENMARK
MEDROXIPROGESTERONA,SYNOGEST,LIQUIDO/SOLIDO,UQUIFA
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,VHB MEDI SCIENCES
INSULINA,PODEVTA,LIQUIDO/SOLIDO,WINTHROP
OMEPRAZOL,PEPSAZOL,SOLIDO,SANOFI AVENTIS
ITRACONAZOL,SISTEMAZOL,SOLIDO,MEGA LABS
DULOXETINA,ALACIR,SOLIDO,MEGA LABS
LEVETIRACETAM,,,
ORLISTAT,SYMFONA,SOLIDO,ANDROMACO
DULOXETINA,DULOXETINA,SOLIDO,TECNOQUIMICAS
ATAZANAVIR,REYAVIR,SOLIDO,SANICOL
PREGABALINA,,,
DOMPERIDONA,DOMPERIDONA,SOLIDO,WINTHROP
LEVETIRACETAM,LEVORE,SOLIDO,LEGRAND
OMEPRAZOL,ULZONE,SOLIDO,BIOGEN
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,EBEWE PHARMA
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,PINT PHARMA
VINORELBINA,VINORELBINA,LIQUIDO/SOLIDO,PINT PHARMA
CLOPIDOGREL,ISTEBLIX,SOLIDO,PFIZER
QUETIAPINA,TISDERAN,SOLIDO,PFIZER
IBANDRONICO,IBANAT,LIQUIDO/SOLIDO,GARMISCH
IRINOTECAN,IRINOTECAN,LIQUIDO/SOLIDO,MEDIMEX
FLUDARABINA,FLUDARABINA,LIQUIDO/SOLIDO,MEDIMEX
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,LAFRANCOL
METILFENIDATO,ADDWIZE,SOLIDO,SUN PHARMACEUTICAL
METILFENIDATO,,,
ANFOTERICINA,ANFOMYCE-B,LIQUIDO/SOLIDO,APOLO
LAMOTRIGINA,LAMOTRIGINA,SOLIDO,NORMON
LANSOPRAZOL,UGASIP,SOLIDO,MARIA MARTHA CHICA MACIAS
RISPERIDONA,SICOPIDOL,LIQUIDO,LAFRANCOL
LETROZOL,LETROZ,SOLIDO,HUMAX
VALPROICO,VALPROLIFE,SOLIDO,BIOLIFE
OMEPRAZOL,GASTRUM,SOLIDO,LAFRANCOL
OMEPRAZOL,OMEMAX,SOLIDO,APOLO
DOCETAXEL,LABDOSA PLUSTAXANO,LIQUIDO/SOLIDO,DOSA
DOCETAXEL,,,
TRIMETAZIDINA,IPCA MYOGARD,SOLIDO,IPCA
CANDESARTAN,CANDERSARTAN,SOLIDO,SANDOZ
CANDESARTAN,CANDESARTAN,SOLIDO,SANDOZ
VENLAFAXINA,NORPILEN,SOLIDO,ANDROMACO
GEMCITABINA,EMCITAB,LIQUIDO/SOLIDO,HUMAX
OMEPRAZOL,OMEPRAZOL,SOLIDO,LA SANTE
OLMESARTAN,OLARBI,SOLIDO,SANDOZ
TIROFIBAN,TIROFIBAN,LIQUIDO/SOLIDO,ADVANCE SCIENTIFIC
PACLITAXEL,LABDOSADALYS,LIQUIDO/SOLIDO,DOSA
LEVONORGESTREL,OPXION,SOLIDO,BAYER
FILGRASTIM,ZARZIO 48,LIQUIDO/SOLIDO,SANDOZ
FILGRASTIM,,,
TOPIRAMATO,PIRAMAX,SOLIDO,CALIER
PREGABALINA,PREBICTAL,SOLIDO,FARMACEUTICA PARAGUAYA
LANREOTIDO,LANRETULINE,LIQUIDO/SOLIDO,WINTHROP
ATAZANAVIR,ATAZANAVIR,SOLIDO,SALUSPHARMA
LATANOPROST,LESSPIO,LIQUIDO,PISA
OMEPRAZOL,OMEPRAZOL,SOLIDO,MULTILATINOS
VALSARTAN,BRATENZIL,SOLIDO,LABQUIFAR
LEVETIRACETAM,SINEPIL,SOLIDO,LAFRANCOL
DROSPIRENONA,PROTIMEST SUAVE,SOLIDO,TECNOQUIMICAS
OMEPRAZOL,ALIVIEX LUA,SOLIDO,MK
FLUDARABINA,FLUDARABINAEBEWE,LIQUIDO/SOLIDO,EBEWE PHARMA
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,EBEWE PHARMA
VENLAFAXINA,MEZINE  XR,SOLIDO,PHOENIX
VENLAFAXINA,MEZINE XR,SOLIDO,PHOENIX
IRINOTECAN,IRINOTECAN,LIQUIDO/SOLIDO,EBEWE PHARMA
OLMESARTAN,OLMETAN,SOLIDO,BUSSIE
CIPROFIBRATO,FIBRACID,SOLIDO,LABQUIFAR
MICOFENOLICO,MICOFENOLATO,SOLIDO,NORMON
GABAPENTIN,IPCA GABATA,SOLIDO,IPCA
ORLISTAT,AGILEZZA,SOLIDO,MERCK
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,SANDOZ
VERAPAMILO,VERAPAMILO,SOLIDO,MAGER
PREGABALINA,PREBALIX,SOLIDO,LAFRANCOL
LETROZOL,LETOVAL,SOLIDO,SUN PHARMACEUTICAL
OLMESARTAN,EXPOTEN-H,SOLIDO,RICHMOND
VALSARTAN,VARTALAN,SOLIDO,SYNTHESIS
ORLISTAT,SOGRAS,SOLIDO,GIMED
OMEPRAZOL,ULCEDINE,SOLIDO,GIMED
RALOXIFENO,RALOXIFENE,SOLIDO,INCEPTAPHARMACEUTICALS
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 30
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 28
