NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
ZOLPIDEM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ZOLPIDEM,2.5,NO,NO
LYRICA,ORIGINAL,ELAM PHARMA LABS S.L.,PREGABALINA,58.82,NO,NO
OPIREN,ORIGINAL,ECOFAR PRODUCTOS S.L.,LANSOPRAZOL,15.92,NO,NO
TWICOR,ORIGINAL,MELYFARMA S.L.,EZETIMIBAROSUVASTATINA,30.72,NO,NO
CARDYL,ORIGINAL,ECOFAR PRODUCTOS S.L.,ATORVASTATINA,16.36,NO,NO
PENIBIOT,ORIGINAL,NORMON S.A.,BENCILPENICILINA,1.83,NO,NO
LORATADINA,GENERICO,CINFA S.A.,LORATADINA,3.11,NO,NO
TWICOR,ORIGINAL,ECOFAR PRODUCTOS S.L.,EZETIMIBAROSUVASTATINA,26.54,NO,NO
TWICOR,ORIGINAL,ECOFAR PRODUCTOS S.L.,EZETIMIBAROSUVASTATINA,30.72,NO,NO
GENTA-GOBENS,ORIGINAL,NORMON S.A.,GENTAMICINA,2.09,NO,NO
RINIALER,ORIGINAL,ECOFAR PRODUCTOS S.L.,RUPATADINA,6.98,NO,NO
JENTADUETO,ORIGINAL,ECOFAR PRODUCTOS S.L.,LINAGLIPTINAMETFORMINA,60.32,NO,NO
DELTIUS,ORIGINAL,ECOFAR PRODUCTOS S.L.,COLECALCIFEROL,15.61,NO,NO
PLAVIX,ORIGINAL,ECOFAR PRODUCTOS S.L.,CLOPIDOGREL,16.81,NO,NO
FLIXONASE,ORIGINAL,MELYFARMA S.L.,FLUTICASONA,11.18,NO,NO
LOBIVON,ORIGINAL,ECOFAR PRODUCTOS S.L.,NEBIVOLOL,7.87,NO,NO
NASONEX,ORIGINAL,ECOFAR PRODUCTOS S.L.,MOMETASONA,8.99,NO,NO
ZARATOR,ORIGINAL,MELYFARMA S.L.,ATORVASTATINA,16.36,NO,NO
CLARITROMICINA,GENERICO,NORMON S.A.,CLARITROMICINA,12.24,NO,NO
CLARITROMICINA,GENERICO,NORMON S.A.,CLARITROMICINA,18.36,NO,NO
GLICEROTENS,ORIGINAL,LLORENS S.L,GLICERINA,1.51,NO,NO
AZITROMICINA,GENERICO,TOWA PHARMACEUTICAL S.A.,AZITROMICINA,5.62,NO,NO
VOLTAREN,ORIGINAL,THEA S.A.,DICLOFENACO,4.18,NO,NO
CITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,CITALOPRAM,7.68,NO,NO
FLUOXETINA,GENERICO,STADA S.L,FLUOXETINA,2.5,NO,NO
LOVASTATINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,LOVASTATINA,3.92,SI,NO
OPATANOL,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,OLOPATADINA,7.74,NO,NO
DALACIN,ORIGINAL,VIATRIS  HEALTHCARE S.L.,CLINDAMICINA,3.12,NO,NO
DALACIN,ORIGINAL,PFIZER S.L,CLINDAMICINA,3.12,NO,NO
CITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,CITALOPRAM,15.36,NO,NO
ZOLPIDEM,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ZOLPIDEM,2.78,NO,NO
UROTROL,ORIGINAL,ALMIRALL S.A.,TOLTERODINA,28.58,NO,NO
PRIMOLUT,ORIGINAL,BAYER HISPANIA S.L,NORETISTERONA,2.36,SI,NO
HALOPERIDOL,ORIGINAL,KERN PHARMA S.L.,HALOPERIDOL,1.48,NO,NO
BACTROBAN,ORIGINAL,GLAXOSMITHKLINE S.A.,MUPIROCINA,5.98,NO,NO
KETOCONAZOL,GENERICO,CINFA S.A.,KETOCONAZOL,2.98,NO,NO
MOTIVAN,ORIGINAL,GLAXOSMITHKLINE S.A.,PAROXETINA,3.04,NO,NO
MOTIVAN,ORIGINAL,GLAXOSMITHKLINE S.A.,PAROXETINA,6.09,NO,NO
SOMATULINA,ORIGINAL,IPSEN PHARMA S.A.,LANREOTIDA,371.5,NO,NO
MEDEZOL,ORIGINAL,MEDEA S.A.,KETOCONAZOL,2.98,NO,NO
SOMATULINA,ORIGINAL,IPSEN PHARMA S.A.,LANREOTIDA,478.31,NO,NO
TRAMADOL,GENERICO,NORMON S.A.,TRAMADOL,2.5,NO,NO
CEFAZOLINA,GENERICO,NORMON S.A.,CEFAZOLINA,2.42,NO,NO
HIDROFEROL,ORIGINAL,FAES FARMA S.A.,CALCIFEDIOL,9.85,NO,NO
FLUOXETINA,GENERICO,CINFA S.A.,FLUOXETINA,5.25,NO,NO
CIBACEN,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,BENAZEPRIL,11.29,SI,NO
ZELDOX,ORIGINAL,VIATRIS  HEALTHCARE S.L.,ZIPRASIDONA,32.83,NO,NO
ORFIDAL,ORIGINAL,PFIZER S.L,LORAZEPAM,1.37,NO,NO
ORFIDAL,ORIGINAL,PFIZER S.L,LORAZEPAM,1.72,NO,NO
HIDROALTESONA,ORIGINAL,ALTER S.A.,HIDROCORTISONA,3.12,SI,NO
ZELDOX,ORIGINAL,VIATRIS  HEALTHCARE S.L.,ZIPRASIDONA,65.66,NO,NO
ALGIDOL,ORIGINAL,ALMIRALL S.A.,"PARACETAMOL,ASCORBICO",3.18,NO,NO
ZELDOX,ORIGINAL,VIATRIS  HEALTHCARE S.L.,ZIPRASIDONA,16.42,NO,NO
ZELDOX,ORIGINAL,VIATRIS  HEALTHCARE S.L.,ZIPRASIDONA,98.49,NO,NO
ZELDOX,ORIGINAL,VIATRIS  HEALTHCARE S.L.,ZIPRASIDONA,131.32,NO,NO
ZELDOX,ORIGINAL,VIATRIS  HEALTHCARE S.L.,ZIPRASIDONA,21.98,NO,NO
AUXINA,ORIGINAL,DREIMAN LABOR. FARMAC. S.A.,TODO-ALFA-TOCOFEROL,2.37,NO,NO
CEMIDON,ORIGINAL,CHIESI ESPANA S.A.U.,ISONIAZIDA,10.38,SI,NO
CELLCEPT,ORIGINAL,ROCHE FARMA S.A.,MICOFENOLATO,105.84,NO,NO
CARRELDON,ORIGINAL,ALFASIGMA ESPANA S.L.,DILTIAZEM,18.26,SI,NO
IRUXOL,ORIGINAL,SMITH AND NEPHEW S.A.,CLOSTRIDIOPEPTIDASAPROTEASAS,5.67,NO,NO
INACID,ORIGINAL,EUROMED PHARMA SPAIN S.L.,INDOMETACINA,1.95,NO,NO
INACID,ORIGINAL,EUROMED PHARMA SPAIN S.L.,INDOMETACINA,1.55,NO,NO
INACID,ORIGINAL,EUROMED PHARMA SPAIN S.L.,INDOMETACINA,2.29,NO,NO
SALOFALK,ORIGINAL,DR. FALK PHARMA ESPANA S.L.U.,MESALAZINA,39.92,SI,NO
SALOFALK,ORIGINAL,DR. FALK PHARMA ESPANA S.L.U.,MESALAZINA,79.85,SI,NO
IRUXOL,ORIGINAL,SMITH AND NEPHEW S.A.,PROTEASASCLOSTRIDIOPEPTIDASA,10.58,NO,NO
SANDOSTATIN,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,OCTREOTIDA,21.67,NO,NO
SANDOSTATIN,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,OCTREOTIDA,5.42,NO,NO
ACOVIL,ORIGINAL,SANOFI AVENTIS S.A,RAMIPRIL,4.84,SI,NO
ACOVIL,ORIGINAL,SANOFI AVENTIS S.A,RAMIPRIL,2.5,SI,NO
LOITIN,ORIGINAL,NEURAXPHARM SPAIN S.L.U,FLUCONAZOL,7.51,NO,NO
ISO-LACER,ORIGINAL,LACERS.A.,ISOSORBIDA,1.51,SI,NO
EXOCIN,ORIGINAL,ABBVIE SPAIN S.L.U.,OFLOXACINO,2.83,NO,NO
KALPRESS,ORIGINAL,LACERS.A.,HIDROCLOROTIAZIDAVALSARTAN,5.99,NO,NO
LOITIN,ORIGINAL,NEURAXPHARM SPAIN S.L.U,FLUCONAZOL,15.0,NO,NO
ZESTORETIC,ORIGINAL,ATNAHS PHARMA NETHERLANDS B.V.,LISINOPRILHIDROCLOROTIAZIDA,7.37,NO,NO
LOITIN,ORIGINAL,NEURAXPHARM SPAIN S.L.U,FLUCONAZOL,3.22,NO,NO
LOITIN,ORIGINAL,NEURAXPHARM SPAIN S.L.U,FLUCONAZOL,30.0,NO,NO
ACTRAPID,ORIGINAL,NOVO NORDISK PHARMA S.A.,INSULINA,36.26,SI,NO
KEMADREN,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,PROCICLIDINA,1.65,NO,NO
INSULATARD,ORIGINAL,NOVO NORDISK PHARMA S.A.,INSULINA,38.03,SI,NO
MENOPUR,ORIGINAL,FERRING S.A.U,HORMONA,131.29,NO,NO
MENOPUR,ORIGINAL,FERRING S.A.U,HORMONA,222.67,NO,NO
FERPLEX,ORIGINAL,ITALFARMACO S.A.,PROTEINSUCCINILATO,12.52,NO,NO
DIGOXINA,ORIGINAL,KERN PHARMA S.L.,DIGOXINA,4.14,NO,NO
MIXTARD,ORIGINAL,NOVO NORDISK PHARMA S.A.,INSULINA,38.03,SI,NO
GRISETIN,ORIGINAL,FAES FARMA S.A.,FLUTAMIDA,29.85,NO,NO
ALPRAZOLAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALPRAZOLAM,1.64,NO,NO
RANITIDINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,RANITIDINA,3.89,NO,NO
PAROXETINA,GENERICO,KERN PHARMA S.L.,PAROXETINA,6.09,NO,NO
PAROXETINA,GENERICO,KERN PHARMA S.L.,PAROXETINA,12.18,NO,NO
DOCLIS,ORIGINAL,LABORATORIOS BIAL S.A.,DILTIAZEM,18.26,SI,NO
ALPRAZOLAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALPRAZOLAM,2.11,NO,NO
LARGACTIL,ORIGINAL,NEURAXPHARM SPAIN S.L.U,CLORPROMAZINA,1.92,NO,NO
RANITIDINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,RANITIDINA,7.77,NO,NO
LARGACTIL,ORIGINAL,NEURAXPHARM SPAIN S.L.U,CLORPROMAZINA,1.51,NO,NO
LARGACTIL,ORIGINAL,NEURAXPHARM SPAIN S.L.U,CLORPROMAZINA,1.58,NO,NO
ALPRAZOLAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALPRAZOLAM,2.5,NO,NO
LACTOFERRINA,ORIGINAL,CHIESI ESPANA S.A.U.,PROTEINSUCCINILATO,12.52,NO,NO
RANITIDINA,GENERICO,TOWA PHARMACEUTICAL S.A.,RANITIDINA,3.89,NO,NO
ALPRAZOLAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALPRAZOLAM,4.84,NO,NO
RANITIDINA,GENERICO,TOWA PHARMACEUTICAL S.A.,RANITIDINA,7.77,NO,NO
FERROCUR,ORIGINAL,EFFIK S.A.,PROTEINSUCCINILATO,12.52,NO,NO
ALPRAZOLAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALPRAZOLAM,8.07,NO,NO
DALPARAN,ORIGINAL,SANOFI AVENTIS S.A,ZOLPIDEM,2.78,NO,NO
CEMIDON,ORIGINAL,CHIESI ESPANA S.A.U.,ISONIAZIDAPIRIDOXINA,4.64,NO,NO
CEMIDON,ORIGINAL,CHIESI ESPANA S.A.U.,ISONIAZIDAPIRIDOXINA,2.64,NO,NO
LAMICTAL,ORIGINAL,GLAXOSMITHKLINE S.A.,LAMOTRIGINA,9.88,SI,NO
LAMICTAL,ORIGINAL,GLAXOSMITHKLINE S.A.,LAMOTRIGINA,4.95,SI,NO
CELECREM,ORIGINAL,GALENICUM DERMA S.L.,BETAMETASONA,3.12,NO,NO
LEXATIN,ORIGINAL,RUBIO S.A.,BROMAZEPAM,1.09,NO,NO
DUSPATALIN,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MEBEVERINA,5.2,NO,NO
RESINCALCIO,ORIGINAL,RUBIO S.A.,POLIESTIRENOSULFONATO,29.69,NO,NO
TRIFLUSAL,GENERICO,FARMALIDER S.A.,TRIFLUSAL,9.21,SI,NO
TRIFLUSAL,GENERICO,FARMALIDER S.A.,TRIFLUSAL,5.53,SI,NO
FLUCONAZOL,ORIGINAL,KERN PHARMA S.L.,FLUCONAZOL,3.22,NO,NO
LIORESAL,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,BACLOFENO,2.9,NO,NO
LIORESAL,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,BACLOFENO,4.78,NO,NO
ZOMIG,ORIGINAL,GRUNENTHAL PHARMA S.A,ZOLMITRIPTAN,32.16,NO,NO
ENANTYUM,ORIGINAL,MENARINIS.A.,DEXKETOPROFENO,5.59,NO,NO
CO-VALS,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,HIDROCLOROTIAZIDAVALSARTAN,11.99,NO,NO
GABAPENTINA,GENERICO,KERN PHARMA S.L.,GABAPENTINA,12.3,SI,NO
GABAPENTINA,GENERICO,KERN PHARMA S.L.,GABAPENTINA,9.23,SI,NO
ZITROMAX,ORIGINAL,PFIZER S.L,AZITROMICINA,6.03,NO,NO
LOPRESOR,ORIGINAL,CASEN RECORDATI S.L..,METOPROLOL,2.51,SI,NO
LUDIOMIL,ORIGINAL,AMDIPHARM LIMITED,MAPROTILINA,3.0,NO,NO
TRAMADOL,GENERICO,TARBIS FARMA S.L.,TRAMADOL,4.14,NO,NO
ZOLPIDEM,GENERICO,ARISTO PHARMA IBERIA S.L.,ZOLPIDEM,2.78,NO,NO
BENEFLUR,ORIGINAL,SANOFI AVENTIS S.A,FLUDARABINA,512.95,NO,NO
TRAMADOL,GENERICO,TARBIS FARMA S.L.,TRAMADOL,12.41,NO,NO
TRAMADOL,GENERICO,TARBIS FARMA S.L.,TRAMADOL,6.21,NO,NO
MANIDON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,VERAPAMILO,3.12,SI,NO
MANIDON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,VERAPAMILO,4.57,SI,NO
CITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,CITALOPRAM,2.56,NO,NO
OFTACILOX,ORIGINAL,NTC OPHTHALMICS IBERICA S.L.,CIPROFLOXACINO,3.25,NO,NO
TRAMADOL,GENERICO,TARBIS FARMA S.L.,TRAMADOL,18.62,NO,NO
ERNODASA,ORIGINAL,LABORATORIOS ERN S.A.,ESTREPTODORNASAESTREPTOQUINASA,2.5,NO,NO
ERNODASA,ORIGINAL,LABORATORIOS ERN S.A.,ESTREPTODORNASAESTREPTOQUINASA,5.0,NO,NO
FAMOTIDINA,GENERICO,ARISTO PHARMA IBERIA S.L.,FAMOTIDINA,2.5,NO,NO
MENADERM,ORIGINAL,MENARINIS.A.,BECLOMETASONA,3.12,NO,NO
MENADERM,ORIGINAL,MENARINIS.A.,BECLOMETASONA,2.97,NO,NO
FAMOTIDINA,GENERICO,ARISTO PHARMA IBERIA S.L.,FAMOTIDINA,2.84,NO,NO
NERVINEX,ORIGINAL,GUIDOTTI FARMA S.L.,BRIVUDINA,66.58,NO,NO
DEFLAZACORT,GENERICO,SANDOZ FARMACEUTICA S.A,DEFLAZACORT,3.79,SI,NO
AUXINA,ORIGINAL,DREIMAN LABOR. FARMAC. S.A.,TODO-RAC-ALFA-TOCOFERILO,3.51,NO,NO
CITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,CITALOPRAM,5.12,NO,NO
SERTRALINA,GENERICO,CINFA S.A.,SERTRALINA,5.84,NO,NO
SERTRALINA,GENERICO,CINFA S.A.,SERTRALINA,11.66,NO,NO
FAMOTIDINA,GENERICO,ARISTO PHARMA IBERIA S.L.,FAMOTIDINA,5.68,NO,NO
METHERGIN,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,METILERGOMETRINA,1.33,NO,NO
AUXINA,ORIGINAL,DREIMAN LABOR. FARMAC. S.A.,TODO-ALFA-TOCOFEROL,2.5,NO,NO
DILTIAZEM,GENERICO,SANDOZ FARMACEUTICA S.A,DILTIAZEM,9.13,SI,NO
AUXINA,ORIGINAL,DREIMAN LABOR. FARMAC. S.A.,RETINOL,2.4,NO,NO
NIMODIPINO,GENERICO,STADA S.L,NIMODIPINO,17.8,NO,NO
SEVREDOL,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,MORFINA,3.67,NO,NO
SEVREDOL,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,MORFINA,2.5,NO,NO
SERTRALINA,GENERICO,CINFA S.A.,SERTRALINA,23.32,NO,NO
ALPRAZOLAM,GENERICO,DERMOGEN FARMA S.A,ALPRAZOLAM,1.64,NO,NO
ALPRAZOLAM,GENERICO,DERMOGEN FARMA S.A,ALPRAZOLAM,2.11,NO,NO
MINODIAB,ORIGINAL,PFIZER S.L,GLIPIZIDA,3.45,SI,NO
ALPRAZOLAM,GENERICO,DERMOGEN FARMA S.A,ALPRAZOLAM,2.5,NO,NO
MODECATE,ORIGINAL,BRISTOL-MYERS SQUIBB S.A,FLUFENAZINA,2.97,NO,NO
MODECATE,ORIGINAL,BRISTOL-MYERS SQUIBB S.A,FLUFENAZINA,7.18,NO,NO
ALPRAZOLAM,GENERICO,DERMOGEN FARMA S.A,ALPRAZOLAM,4.84,NO,NO
ALPRAZOLAM,GENERICO,DERMOGEN FARMA S.A,ALPRAZOLAM,8.07,NO,NO
MYCOSTATIN,ORIGINAL,SUBSTIPHARM,NISTATINA,3.59,NO,NO
DEFLAZACORT,GENERICO,SANDOZ FARMACEUTICA S.A,DEFLAZACORT,8.54,SI,NO
DIFLUCAN,ORIGINAL,PFIZER S.L,FLUCONAZOL,7.51,NO,NO
DIFLUCAN,ORIGINAL,PFIZER S.L,FLUCONAZOL,30.0,NO,NO
LEVOGASTROL,ORIGINAL,SALVAT S.A.,LEVOSULPIRIDA,4.93,NO,NO
AMIKACINA,GENERICO,NORMON S.A.,AMIKACINA,3.12,NO,NO
RAMIPRIL,GENERICO,SANDOZ FARMACEUTICA S.A,RAMIPRIL,2.5,SI,NO
NEMACTIL,ORIGINAL,NEURAXPHARM SPAIN S.L.U,PERICIAZINA,1.61,NO,NO
NEMACTIL,ORIGINAL,SANOFI AVENTIS S.A,PERICIAZINA,2.64,NO,NO
DERCUTANE,ORIGINAL,IND. FTCA. CANTABRIA S.A.,ISOTRETINOINA,17.09,NO,NO
DERCUTANE,ORIGINAL,IND. FTCA. CANTABRIA S.A.,ISOTRETINOINA,34.19,NO,NO
LEVOGASTROL,ORIGINAL,SALVAT S.A.,LEVOSULPIRIDA,9.87,NO,NO
NEO-HUBBER,ORIGINAL,TEOFARMA S.R.L,NEOMICINA,1.65,NO,NO
EXXIV,ORIGINAL,ORGANON SALUD S.L.,ETORICOXIB,10.74,NO,NO
CIDINE,ORIGINAL,CASEN RECORDATI S.L..,CINITAPRIDA,6.73,NO,NO
EXXIV,ORIGINAL,ORGANON SALUD S.L.,ETORICOXIB,16.11,NO,NO
LORATADINA,GENERICO,KERN PHARMA S.L.,LORATADINA,3.11,NO,NO
TRAMADOL,GENERICO,ARISTO PHARMA IBERIA S.L.,TRAMADOL,4.14,NO,NO
TRAMADOL,GENERICO,ARISTO PHARMA IBERIA S.L.,TRAMADOL,12.41,NO,NO
TRAMADOL,GENERICO,ARISTO PHARMA IBERIA S.L.,TRAMADOL,6.21,NO,NO
TRAMADOL,GENERICO,ARISTO PHARMA IBERIA S.L.,TRAMADOL,18.62,NO,NO
LUMINAL,ORIGINAL,KERN PHARMA S.L.,FENOBARBITAL,3.29,SI,NO
RESOCHIN,ORIGINAL,KERN PHARMA S.L.,CLOROQUINA,6.76,NO,NO
TRAMADOL,GENERICO,ARISTO PHARMA IBERIA S.L.,TRAMADOL,8.27,NO,NO
TRAMADOL,GENERICO,ARISTO PHARMA IBERIA S.L.,TRAMADOL,24.82,NO,NO
CIPROXINA,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,CIPROFLOXACINO,3.76,NO,NO
NAAXIA,ORIGINAL,THEA S.A.,ESPAGLUMICO,4.81,NO,NO
BECLO,ORIGINAL,ALDO-UNION S.L.,BECLOMETASONA,3.14,NO,NO
OPONAF,ORIGINAL,ANGELINI PHARMA ESPANAS.L,LACTITOL,6.26,NO,NO
DILTIAZEM,GENERICO,ARISTO PHARMA IBERIA S.L.,DILTIAZEM,4.57,SI,NO
OPONAF,ORIGINAL,ANGELINI PHARMA ESPANAS.L,LACTITOL,11.6,NO,NO
DILTIAZEM,GENERICO,ARISTO PHARMA IBERIA S.L.,DILTIAZEM,9.13,SI,NO
CARBAMAZEPINA,GENERICO,NORMON S.A.,CARBAMAZEPINA,2.5,SI,NO
CARBAMAZEPINA,GENERICO,NORMON S.A.,CARBAMAZEPINA,3.98,SI,NO
DOLANTINA,ORIGINAL,KERN PHARMA S.L.,PETIDINA,9.27,NO,NO
ANGIODROX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,DILTIAZEM,27.4,SI,NO
NOTUSIN,ORIGINAL,REIG JOFRE S.A.,CODEINA,2.75,NO,NO
ANGIODROX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,DILTIAZEM,22.84,SI,NO
DOLANTINA,ORIGINAL,KERN PHARMA S.L.,PETIDINA,1.76,NO,NO
CARVEDILOL,GENERICO,KRKA D.D. NOVO MESTO,CARVEDILOL,2.5,SI,NO
COROPRES,ORIGINAL,RUBIO S.A.,CARVEDILOL,6.04,SI,NO
CODEISAN,ORIGINAL,TEVA PHARMA S.L.U,CODEINA,4.48,NO,NO
CODEISAN,ORIGINAL,TEVA PHARMA S.L.U,CODEINA,6.04,NO,NO
MASDIL,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,DILTIAZEM,21.31,SI,NO
TILKER,ORIGINAL,SANOFI AVENTIS S.A,DILTIAZEM,21.31,SI,NO
AGUA,ORIGINAL,FRESENIUS KABI ESPANA S.A.,AGUA,1.53,NO,NO
AGUA,ORIGINAL,FRESENIUS KABI ESPANA S.A.,AGUA,1.87,NO,NO
INTESTIFALK,ORIGINAL,DR. FALK PHARMA ESPANA S.L.U.,BUDESONIDA,47.39,SI,NO
ADOLONTA,ORIGINAL,GRUNENTHAL PHARMA S.A,TRAMADOL,12.41,NO,NO
SALBUTAMOL,GENERICO,ALDO-UNION S.L.,SALBUTAMOL,2.5,SI,NO
ADOLONTA,ORIGINAL,GRUNENTHAL PHARMA S.A,TRAMADOL,18.62,NO,NO
ELOCOM,ORIGINAL,ORGANON SALUD S.L.,MOMETASONA,2.5,NO,NO
ELOCOM,ORIGINAL,ORGANON SALUD S.L.,MOMETASONA,4.98,NO,NO
IBUPROFENO,GENERICO,KERN PHARMA S.L.,IBUPROFENO,2.06,NO,NO
ADOLONTA,ORIGINAL,GRUNENTHAL PHARMA S.A,TRAMADOL,24.82,NO,NO
CITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,CITALOPRAM,10.24,NO,NO
OPTOVITE,ORIGINAL,NORMON S.A.,CIANOCOBALAMINA,2.28,NO,NO
TENORETIC,ORIGINAL,ATNAHS PHARMA NETHERLANDS B.V.,CLORTALIDONAATENOLOL,13.08,NO,NO
ORAP,ORIGINAL,EUMEDICA N.V.,PIMOZIDA,4.93,NO,NO
ORAP,ORIGINAL,EUMEDICA N.V.,PIMOZIDA,3.25,NO,NO
ORAP,ORIGINAL,EUMEDICA N.V.,PIMOZIDA,4.81,NO,NO
ORBENIN,ORIGINAL,REIG JOFRE S.A.,CLOXACILINA,2.33,NO,NO
FOSITENS,ORIGINAL,SWEDISH ORPHAN BIOVITRUM S.L,FOSINOPRIL,8.12,SI,NO
BESITRAN,ORIGINAL,VIATRIS  HEALTHCARE S.L.,SERTRALINA,5.84,NO,NO
FLUCONAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,FLUCONAZOL,30.0,NO,NO
CEFIXIMA,GENERICO,SANDOZ FARMACEUTICA S.A,CEFIXIMA,11.47,NO,NO
FLUCONAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,FLUCONAZOL,12.86,NO,NO
BUDESONIDA,ORIGINAL,ALDO-UNION S.L.,BUDESONIDA,20.25,SI,NO
ORUDIS,ORIGINAL,SANOFI AVENTIS S.A,KETOPROFENO,3.03,NO,NO
BISOLTUS,ORIGINAL,SANOFI AVENTIS S.A,CODEINA,6.24,NO,NO
BESITRAN,ORIGINAL,VIATRIS  HEALTHCARE S.L.,SERTRALINA,11.66,NO,NO
FLUCONAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,FLUCONAZOL,7.51,NO,NO
FLUCONAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,FLUCONAZOL,15.0,NO,NO
FLUCONAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,FLUCONAZOL,3.22,NO,NO
CIBADREX,ORIGINAL,MEDA PHARMA S.L,HIDROCLOROTIAZIDABENAZEPRIL,22.09,NO,NO
CIBADREX,ORIGINAL,MEDA PHARMA S.L,BENAZEPRIL,13.94,NO,NO
IGAMAD,ORIGINAL,INSTITUTO GRIFOLS S.A.,INMUNOGLOBULINA,61.19,NO,NO
DILTIAZEM,GENERICO,ALTER S.A.,DILTIAZEM,9.13,SI,NO
MITEN,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,VALSARTAN,8.15,NO,NO
RENEURON,ORIGINAL,EXELTIS HEALTHCARE S.L.,FLUOXETINA,2.5,NO,NO
ADOFEN,ORIGINAL,FERRER INTERNACIONAL S.A.,FLUOXETINA,2.5,NO,NO
CARDURAN,ORIGINAL,VIATRIS  HEALTHCARE S.L.,DOXAZOSINA,7.27,SI,NO
CARDURAN,ORIGINAL,VIATRIS  HEALTHCARE S.L.,DOXAZOSINA,14.55,SI,NO
MITEN,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,VALSARTAN,16.3,NO,NO
PANTOMICINA,ORIGINAL,AMDIPHARM LIMITED,ERITROMICINA,2.5,NO,NO
AREMIS,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,SERTRALINA,11.66,NO,NO
PUREGON,ORIGINAL,MERCK SHARP AND DOHME DE ESPANA,FOLITROPINA,381.64,NO,NO
AREMIS,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,SERTRALINA,5.84,NO,NO
GONAL-F,ORIGINAL,MERCK S.L,FOLITROPINA,125.89,NO,NO
LORATADINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LORATADINA,3.11,NO,NO
GONAL-F,ORIGINAL,MERCK S.L,FOLITROPINA,173.54,NO,NO
GONAL-F,ORIGINAL,MERCK S.L,FOLITROPINA,304.54,NO,NO
FLUOXETINA,GENERICO,FARMALIDER S.A.,FLUOXETINA,2.5,NO,NO
AMOXICILINA,GENERICO,SANDOZ FARMACEUTICA S.A,AMOXICILINA,2.29,NO,NO
DENVAR,ORIGINAL,MERCK S.L,CEFIXIMA,6.23,NO,NO
CARVEDILOL,GENERICO,KERN PHARMA S.L.,CARVEDILOL,2.5,SI,NO
METVIX,ORIGINAL,GALDERMA S.A,AMINOLEVULINATO,208.95,NO,NO
AKINETON,ORIGINAL,DESMA LABORATORIO FARMACEUTICO S.L.,BIPERIDENO,1.75,SI,NO
CARVEDILOL,GENERICO,KERN PHARMA S.L.,CARVEDILOL,6.04,SI,NO
ESIDREX,ORIGINAL,JUVISE PHARMACEUTICALS,HIDROCLOROTIAZIDA,2.34,SI,NO
SERETIDE,ORIGINAL,GLAXOSMITHKLINE S.A.,FLUTICASONA,41.28,NO,NO
