NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,ESTADO,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
CLONAZEPAM,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,CLONAZEPAM,2.08,SI,NO
TRAGLASIN,ORIGINAL,OMNIVISION FARMA ESPANA S.L.U,ALTA,TRAVOPROST,32.03,NO,NO
FEBROVIR,ORIGINAL,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,PARACETAMOL,3.12,NO,NO
KABIPAC,ORIGINAL,FRESENIUS KABI ESPANA S.A.,ALTA,GLUCOSA,15.36,NO,NO
BROPAIR,ORIGINAL,LABORATORIOS BIAL S.A.,ALTA,FLUTICASONA,41.28,NO,NO
GONASI,ORIGINAL,INSTITUTO BIOQUIMICO IBERICO IBSA S.L.,ALTA,GONADOTROPINA,23.26,NO,NO
VITAMINA,GENERICO,FRESENIUS KABI ESPANA S.A.,ALTA,COLECALCIFEROL,16.86,NO,NO
SITAGLIPTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SITAGLIPTINA,8.4,NO,NO
SITAGLIPTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SITAGLIPTINA,16.78,NO,NO
SITAGLIPTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SITAGLIPTINA,31.21,NO,NO
SITAGLIPTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SITAGLIPTINA,53.06,NO,NO
VILDAGLIPTINA,GENERICO,CINFA S.A.,ALTA,VILDAGLIPTINA,19.51,NO,NO
VILDAGLIPTINA,GENERICO,CINFA S.A.,ALTA,VILDAGLIPTINA,31.21,NO,NO
AMOXICILINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMOXICILINA,3.81,NO,NO
AMOXICILINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMOXICILINA,5.71,NO,NO
AMOXICILINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMOXICILINA,2.5,NO,NO
AMOXICILINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMOXICILINA,2.86,NO,NO
AMOXICILINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMOXICILINA,4.29,NO,NO
FERUPANTIL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,DEFERASIROX,100.69,NO,NO
FERUPANTIL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,DEFERASIROX,233.39,NO,NO
VALDOXAN,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,AGOMELATINA,30.66,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,ALTER S.A.,ALTA,METFORMINA,36.19,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,ALTER S.A.,ALTA,VILDAGLIPTINAMETFORMINA,36.19,NO,NO
ROXITROMICINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,ROXITROMICINA,9.83,NO,NO
VAZKEPA,ORIGINAL,AMARIN PHARMACEUTICALS IRELAND LIMITED,ALTA,ICOSAPENTO,205.83,NO,NO
PALIPERIDONA,GENERICO,TEVA PHARMA S.L.U,ALTA,PALIPERIDONA,187.31,NO,NO
PALIPERIDONA,GENERICO,TEVA PHARMA S.L.U,ALTA,PALIPERIDONA,262.29,NO,NO
PALIPERIDONA,GENERICO,TEVA PHARMA S.L.U,ALTA,PALIPERIDONA,152.41,NO,NO
METAMIZOL,GENERICO,MABO-FARMA S.A.,ALTA,METAMIZOL,2.26,NO,NO
RYALTRIS,ORIGINAL,MENARINIS.A.,ALTA,OLOPATADINAMOMETASONA,15.61,NO,NO
TANONALLA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,OXICODONA,76.15,NO,NO
BILASTINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,BILASTINA,6.99,NO,NO
FESOTERODINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,FESOTERODINA,19.19,NO,NO
FESOTERODINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,FESOTERODINA,35.76,NO,NO
ACOVIL,ORIGINAL,MELYFARMA S.L.,ALTA,RAMIPRIL,9.68,SI,NO
MICARDISPLUS,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,TELMISARTANHIDROCLOROTIAZIDA,19.36,NO,NO
BILASTINA,GENERICO,STADA S.L,ALTA,BILASTINA,6.99,NO,NO
AVAXIM,ORIGINAL,SANOFI AVENTIS S.A,ALTA,ANTIGENO,45.27,NO,NO
ENTRESTO,ORIGINAL,ABACUS MEDICINE A/S,BAJA POR NO COMERCIALIZAR,VALSARTANSACUBITRILO,171.22,NO,NO
ENTRESTO,ORIGINAL,ABACUS MEDICINE A/S,BAJA POR NO COMERCIALIZAR,SACUBITRILOVALSARTAN,92.67,NO,NO
WYNZORA,ORIGINAL,ALMIRALL S.A.,ALTA,CALCIPOTRIOLBETAMETASONA,44.69,NO,NO
BILASTINA,GENERICO,CINFA S.A.,ALTA,BILASTINA,6.99,NO,NO
BETAHISTINA,GENERICO,KERN PHARMA S.L.,ALTA,BETAHISTINA,8.18,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,15.52,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,AMLODIPINO,22.62,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,OLMESARTAN,22.62,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,21.76,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,AMLODIPINO,21.76,NO,NO
PREMAX,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,PREGABALINA,33.13,NO,NO
VAXAR,GENERICO,ADAMED LABORATORIOS S.L.U,ALTA,ROSUVASTATINA,9.85,SI,NO
VAXAR,GENERICO,ADAMED LABORATORIOS S.L.U,ALTA,ROSUVASTATINA,19.72,SI,NO
VAXAR,GENERICO,ADAMED LABORATORIOS S.L.U,ALTA,ROSUVASTATINA,4.93,SI,NO
QUETIAPINA,ORIGINAL,STADA S.L,ALTA,QUETIAPINA,16.2,NO,NO
DEXAMETASONA,ORIGINAL,MABO-FARMA S.A.,ALTA,DEXAMETASONA,19.17,NO,NO
DEXAMETASONA,ORIGINAL,MABO-FARMA S.A.,ALTA,DEXAMETASONA,9.59,NO,NO
DEXAMETASONA,ORIGINAL,MABO-FARMA S.A.,ALTA,DEXAMETASONA,47.93,NO,NO
ACETILSALICILICO,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ACETILSALICILICO,1.45,NO,NO
VERQUVO,ORIGINAL,BAYER HISPANIA S.L,ALTA,VERICIGUAT,61.41,NO,NO
VERQUVO,ORIGINAL,BAYER HISPANIA S.L,ALTA,VERICIGUAT,122.83,NO,NO
CLOPIDOGREL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CLOPIDOGREL,16.81,NO,NO
CLOPIDOGREL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CLOPIDOGREL,30.02,NO,NO
AMLODIPINO/VALSARTAN,GENERICO,CINFA S.A.,ALTA,AMLODIPINO,13.27,NO,NO
BILASTINA,GENERICO,ALTER S.A.,ALTA,BILASTINA,6.99,NO,NO
BILASTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,BILASTINA,6.99,NO,NO
FESOTERODINA,GENERICO,CINFA S.A.,ALTA,FESOTERODINA,19.19,NO,NO
FESOTERODINA,GENERICO,CINFA S.A.,ALTA,FESOTERODINA,35.76,NO,NO
LEVETIRACETAM,GENERICO,TARBIS FARMA S.L.,ALTA,LEVETIRACETAM,28.32,NO,NO
ALZERTA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,30.97,NO,NO
ALZERTA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,61.94,NO,NO
ALZERTA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,127.93,NO,NO
VILDAGLIPTINA,GENERICO,NORMON S.A.,ALTA,VILDAGLIPTINA,19.51,NO,NO
VILDAGLIPTINA,GENERICO,NORMON S.A.,ALTA,VILDAGLIPTINA,31.21,NO,NO
LAMICTAL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,28.24,SI,NO
LAMICTAL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,26.35,SI,NO
KLISYRI,ORIGINAL,ALMIRALL S.A.,ALTA,TIRBANIBULINA,75.95,NO,NO
ESRAN,GENERICO,MEDOCHEMIE IBERIA S.A. SUCURSAL EN ESPANA,ALTA,ESLICARBAZEPINA,102.28,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,KRKA FARMACEUTICA S.L.,ALTA,VILDAGLIPTINAMETFORMINA,36.19,NO,NO
VILDAGLIPTINA,GENERICO,KRKA FARMACEUTICA S.L.,ALTA,METFORMINA,36.19,NO,NO
MYRELEZ,GENERICO,ADVANZ PHARMA SPAIN S.L.U,ALTA,LANREOTIDA,507.84,NO,NO
MYRELEZ,GENERICO,ADVANZ PHARMA SPAIN S.L.U,ALTA,LANREOTIDA,435.77,NO,NO
MYRELEZ,GENERICO,ADVANZ PHARMA SPAIN S.L.U,ALTA,LANREOTIDA,339.64,NO,NO
VIVIDRIN,ORIGINAL,BAUSCH AND LOMB S.A,ALTA,AZELASTINA,17.61,NO,NO
CARDYL,ORIGINAL,EUROMED PHARMA SPAIN S.L.,ALTA,ATORVASTATINA,32.72,NO,NO
AROMASIL,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,EXEMESTANO,96.66,NO,NO
ARICEPT,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,DONEPEZILO,65.16,NO,NO
LYRICA,ORIGINAL,DIFARMED S.L.U,ALTA,PREGABALINA,58.82,NO,NO
SYCREST,ORIGINAL,ELAM PHARMA LABS S.L.,ALTA,ASENAPINA,156.32,NO,NO
LAMICTAL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,6.59,SI,NO
LAMICTAL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,13.18,SI,NO
CRISOMET,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,13.18,SI,NO
CRISOMET,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,26.35,SI,NO
LABILENO,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,13.18,SI,NO
LABILENO,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,6.59,SI,NO
LABILENO,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,26.35,SI,NO
ASACOL,ORIGINAL,TILLOTTS PHARMA SPAIN S.L.U.,ALTA,MESALAZINA,35.36,SI,NO
CRISOMET,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,28.24,SI,NO
LABILENO,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,LAMOTRIGINA,28.24,SI,NO
XIOP,ORIGINAL,HORUS PHARMA IBERICA S.L,ALTA,LATANOPROST,15.61,NO,NO
CLOPIDOGREL,GENERICO,MABO-FARMA S.A.,ALTA,CLOPIDOGREL,50.44,NO,NO
AMLODIPINO/VALSARTAN,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,VALSARTANAMLODIPINO,13.27,NO,NO
AMLODIPINO/VALSARTAN,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,AMLODIPINO,13.27,NO,NO
ARIPIPRAZOL,GENERICO,ALTER S.A.,ALTA,ARIPIPRAZOL,143.47,NO,NO
DEVIK,ORIGINAL,KERN PHARMA S.L.,ALTA,COLECALCIFEROL,7.81,NO,NO
VISUTRAX,ORIGINAL,VISUFARMA S.P.A.,ALTA,TRAVOPROST,16.02,NO,NO
ATORVASTATINA,GENERICO,BLUEFISH PHARMA S.L.U,ALTA,ATORVASTATINA,8.18,NO,NO
ATORVASTATINA,GENERICO,BLUEFISH PHARMA S.L.U,ALTA,ATORVASTATINA,16.36,NO,NO
ATORVASTATINA,GENERICO,BLUEFISH PHARMA S.L.U,ALTA,ATORVASTATINA,32.72,NO,NO
LISINOPRIL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LISINOPRIL,6.35,SI,NO
OLMESARTAN/AMLODIPINO,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMLODIPINO,21.43,NO,NO
OLMESARTAN/AMLODIPINO,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,OLMESARTAN,10.72,NO,NO
VILDAGLIPTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,VILDAGLIPTINA,19.51,NO,NO
VILDAGLIPTINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,VILDAGLIPTINA,31.21,NO,NO
LACOSAMIDA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LACOSAMIDA,140.79,NO,NO
ENEAS,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,NITRENDIPINOENALAPRIL,23.59,NO,NO
LACOSAMIDA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LACOSAMIDA,8.79,NO,NO
LACOSAMIDA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LACOSAMIDA,70.37,NO,NO
LACOSAMIDA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LACOSAMIDA,105.58,NO,NO
BILASTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,BILASTINA,6.99,NO,NO
BUTILESCOPOLAMINA,GENERICO,EVER PHARMA THERAPEUTICS SPAIN S.L,ALTA,BUTILESCOPOLAMINA,4.06,NO,NO
ENIT,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,ENALAPRIL,23.59,NO,NO
BACEQ,GENERICO,TEVA PHARMA S.L.U,ALTA,PALIPERIDONA,262.29,NO,NO
BACEQ,GENERICO,TEVA PHARMA S.L.U,ALTA,PALIPERIDONA,152.41,NO,NO
BACEQ,GENERICO,TEVA PHARMA S.L.U,ALTA,PALIPERIDONA,187.31,NO,NO
ATORDUO,ORIGINAL,SERVIER S.L.,ALTA,EZETIMIBAATORVASTATINA,35.61,NO,NO
ATORDUO,ORIGINAL,SERVIER S.L.,ALTA,ATORVASTATINA,38.96,NO,NO
ATORDUO,ORIGINAL,SERVIER S.L.,ALTA,EZETIMIBAATORVASTATINA,45.88,NO,NO
DEFERASIROX,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,DEFERASIROX,233.39,NO,NO
DEFERASIROX,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,DEFERASIROX,100.69,NO,NO
ALPRAZOLAM,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,ALPRAZOLAM,1.64,NO,NO
ALPRAZOLAM,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,ALPRAZOLAM,2.11,NO,NO
ALPRAZOLAM,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,ALPRAZOLAM,2.5,NO,NO
SITAGLIPTINA,GENERICO,STADA S.L,ALTA,SITAGLIPTINA,8.4,NO,NO
SITAGLIPTINA,GENERICO,STADA S.L,ALTA,SITAGLIPTINA,31.21,NO,NO
SITAGLIPTINA,GENERICO,STADA S.L,ALTA,SITAGLIPTINA,53.06,NO,NO
SITAGLIPTINA,GENERICO,STADA S.L,ALTA,SITAGLIPTINA,16.78,NO,NO
VITAMINA,ORIGINAL,FARMASIERRA LABORATORIOS S.L.,ALTA,COLECALCIFEROL,31.22,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,STADA S.L,ALTA,METFORMINA,36.19,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,STADA S.L,ALTA,VILDAGLIPTINAMETFORMINA,36.19,NO,NO
TAPENTADOL,GENERICO,KRKA FARMACEUTICA S.L.,ALTA,TAPENTADOL,44.02,NO,NO
TAPENTADOL,GENERICO,KRKA FARMACEUTICA S.L.,ALTA,TAPENTADOL,66.03,NO,NO
TAPENTADOL,GENERICO,KRKA FARMACEUTICA S.L.,ALTA,TAPENTADOL,22.01,NO,NO
ESLICARBAZEPINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,ESLICARBAZEPINA,102.28,NO,NO
PREGABALINA,GENERICO,ZENTIVA KS,ALTA,PREGABALINA,9.8,NO,NO
IVERCARE,GENERICO,IND. FTCA. CANTABRIA S.A.,ALTA,IVERMECTINA,17.48,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,COMBIX S.L.U,ALTA,AMLODIPINO,21.76,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,COMBIX S.L.U,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,22.62,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,COMBIX S.L.U,ALTA,OLMESARTAN,21.76,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,COMBIX S.L.U,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,22.62,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,COMBIX S.L.U,ALTA,AMLODIPINO,15.52,NO,NO
VILDAGLIPTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,VILDAGLIPTINA,19.51,NO,NO
VILDAGLIPTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,VILDAGLIPTINA,31.21,NO,NO
DUPLOTRIP,GENERICO,GP-PHARMS.A,ALTA,DUTASTERIDATAMSULOSINA,20.15,NO,NO
SITAGLIPTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,SITAGLIPTINA,31.21,NO,NO
SITAGLIPTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,SITAGLIPTINA,53.06,NO,NO
SITAGLIPTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,SITAGLIPTINA,8.4,NO,NO
SITAGLIPTINA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,SITAGLIPTINA,7.13,NO,NO
SITAGLIPTINA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,SITAGLIPTINA,14.27,NO,NO
SITAGLIPTINA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,SITAGLIPTINA,26.52,NO,NO
SITAGLIPTINA,GENERICO,VISO FARMACEUTICA S.L.,ALTA,SITAGLIPTINA,53.06,NO,NO
SITAGLIPTINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,SITAGLIPTINA,16.78,NO,NO
ACUPREL,ORIGINAL,PFIZER S.L,ALTA,QUINAPRIL,2.5,SI,NO
ASACOL,ORIGINAL,TILLOTTS PHARMA SPAIN S.L.U.,ALTA,MESALAZINA,106.09,SI,NO
EZETIMIBA/ATORVASTATINA,ORIGINAL,SANDOZ FARMACEUTICA S.A,ALTA,ATORVASTATINA,45.88,NO,NO
EZETIMIBA/ATORVASTATINA,ORIGINAL,SANDOZ FARMACEUTICA S.A,ALTA,EZETIMIBAATORVASTATINA,38.96,NO,NO
ALPRAZOLAM,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,ALPRAZOLAM,1.64,NO,NO
ALPRAZOLAM,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,ALPRAZOLAM,2.11,NO,NO
ALPRAZOLAM,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,ALPRAZOLAM,2.5,NO,NO
SITAGLIPTINA,GENERICO,CINFA S.A.,ALTA,SITAGLIPTINA,31.21,NO,NO
SITAGLIPTINA,GENERICO,CINFA S.A.,ALTA,SITAGLIPTINA,53.06,NO,NO
SITAGLIPTINA,GENERICO,CINFA S.A.,ALTA,SITAGLIPTINA,16.78,NO,NO
SITAGLIPTINA,GENERICO,CINFA S.A.,ALTA,SITAGLIPTINA,8.4,NO,NO
CITALOPRAM,GENERICO,TARBIS FARMA S.L.,ALTA,CITALOPRAM,2.56,NO,NO
CITALOPRAM,GENERICO,TARBIS FARMA S.L.,ALTA,CITALOPRAM,7.68,NO,NO
CITALOPRAM,GENERICO,TARBIS FARMA S.L.,ALTA,CITALOPRAM,15.36,NO,NO
SITAGLIPTINA/METFORMINA,GENERICO,STADA S.L,ALTA,METFORMINA,28.71,NO,NO
VISUCOPT,ORIGINAL,VISUFARMA S.P.A.,ALTA,TIMOLOL,12.11,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,VALSARTANHIDROCLOROTIAZIDAAMLODIPINO,14.11,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,BAJA POR NO COMERCIALIZAR,VALSARTANHIDROCLOROTIAZIDAAMLODIPINO,14.11,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,VALSARTANHIDROCLOROTIAZIDAAMLODIPINO,22.59,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,HIDROCLOROTIAZIDAVALSARTANAMLODIPINO,13.27,NO,NO
RYEQO,ORIGINAL,GEDEON RICHTER IBERICA S.A,ALTA,RELUGOLIXNORETISTERONA,106.15,NO,NO
CYMBALTA,ORIGINAL,ABACUS MEDICINE A/S,ALTA,DULOXETINA,26.73,NO,NO
ABILIFY,ORIGINAL,ABACUS MEDICINE A/S,ALTA,ARIPIPRAZOL,71.84,NO,NO
ASTARTE,GENERICO,GP-PHARMS.A,ALTA,GANIRELIX,25.85,NO,NO
ASTARTE,GENERICO,GP-PHARMS.A,ALTA,GANIRELIX,129.26,NO,NO
ARAVA,ORIGINAL,ABACUS MEDICINE A/S,ALTA,LEFLUNOMIDA,53.92,NO,NO
COMPETACT,ORIGINAL,DIFARMED S.L.U,BAJA POR NO COMERCIALIZAR,METFORMINA,32.24,NO,NO
EBIXA,ORIGINAL,MELYFARMA S.L.,ALTA,MEMANTINA,144.2,NO,NO
OMNIC,ORIGINAL,DIFARMED S.L.U,ALTA,TAMSULOSINA,10.96,NO,NO
ACTONEL,ORIGINAL,MELYFARMA S.L.,ALTA,RISEDRONATO,19.84,NO,NO
VIACORAM,ORIGINAL,ELAM PHARMA LABS S.L.,ALTA,PERINDOPRIL,24.67,NO,NO
VIACORAM,ORIGINAL,ELAM PHARMA LABS S.L.,ALTA,AMLODIPINO,15.41,NO,NO
AMOROLFINA,ORIGINAL,GENERFARMA S.L.U.,ALTA,AMOROLFINA,21.43,NO,NO
ARIPIPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,47.89,NO,NO
ARIPIPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,23.95,NO,NO
ARIPIPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,71.84,NO,NO
ESLICARBAZEPINA,GENERICO,TEVA PHARMA S.L.U,ALTA,ESLICARBAZEPINA,102.28,NO,NO
ESLICARBAZEPINA,GENERICO,ZENTIVA KS,ALTA,ESLICARBAZEPINA,102.28,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,NORMON S.A.,ALTA,EZETIMIBAROSUVASTATINA,26.54,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,NORMON S.A.,ALTA,EZETIMIBAROSUVASTATINA,30.72,NO,NO
AMIRIOX,ORIGINAL,SIFI IBERICA S.L.,ALTA,BIMATOPROST,14.58,NO,NO
FUROSEMIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,FUROSEMIDA,1.06,SI,NO
DALPARAN,ORIGINAL,SANOFI AVENTIS S.A,ALTA,ZOLPIDEM,2.59,NO,NO
STILNOX,ORIGINAL,SANOFI AVENTIS S.A,ALTA,ZOLPIDEM,2.59,NO,NO
ACTAIR,ORIGINAL,STALLERGENES IBERICA S.A,ALTA,EXTRACTO,98.82,NO,NO
ACTAIR,ORIGINAL,STALLERGENES IBERICA S.A,ALTA,EXTRACTO,240.15,NO,NO
PAROXETINA,GENERICO,TARBIS FARMA S.L.,ALTA,PAROXETINA,3.04,NO,NO
VISUBLEND,ORIGINAL,VISUFARMA S.P.A.,ALTA,TIMOLOL,9.41,NO,NO
CETIRIZINA,GENERICO,MABO-FARMA S.A.,ALTA,CETIRIZINA,3.12,NO,NO
DULOXETINA,GENERICO,TARBIS FARMA S.L.,ALTA,DULOXETINA,3.34,NO,NO
DULOXETINA,GENERICO,TARBIS FARMA S.L.,ALTA,DULOXETINA,53.45,NO,NO
CORTCAL,ORIGINAL,GALENICUM DERMA S.L.,ALTA,CALCIPOTRIOL,44.69,NO,NO
DIOVAN,ORIGINAL,MELYFARMA S.L.,ALTA,VALSARTAN,16.3,NO,NO
TWICOR,ORIGINAL,MELYFARMA S.L.,BAJA POR NO COMERCIALIZAR,ROSUVASTATINA,26.54,NO,NO
SITAGLIPTINA/METFORMINA,GENERICO,NORMON S.A.,ALTA,METFORMINA,28.71,NO,NO
LEVETIRACETAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LEVETIRACETAM,109.06,NO,NO
INBRIJA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,LEVODOPA,354.55,NO,NO
CYMBALTA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,DULOXETINA,13.36,NO,NO
SEVIKAR,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,21.43,NO,NO
CAPENON,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,21.43,NO,NO
TWICOR,ORIGINAL,DIFARMED S.L.U,ALTA,EZETIMIBAROSUVASTATINA,26.54,NO,NO
TWICOR,ORIGINAL,DIFARMED S.L.U,ALTA,EZETIMIBAROSUVASTATINA,30.72,NO,NO
MAXALT,ORIGINAL,EUROMED PHARMA SPAIN S.L.,ALTA,RIZATRIPTAN,26.4,NO,NO
PREVENCOR,ORIGINAL,MELYFARMA S.L.,ALTA,ATORVASTATINA,16.36,NO,NO
CORLENTOR,ORIGINAL,MELYFARMA S.L.,ALTA,IVABRADINA,28.85,NO,NO
FEMARA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,LETROZOL,92.1,NO,NO
