ATC,Descripción Principio Activo,Forma Farmacéutica,Nombre Genérico,detalles del producto,Presentación,Tamaño de Caja o presentación,Fabricante,Precio máximo de venta transacción final comercial
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,BIOPRAZOL UL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 28,BIOQUIMICO PHARMA,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,BIOPRAZOL UL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 100,BIOQUIMICO PHARMA,No regulado
J06BA02,Inmunoglobulina Humana Normal (admin. intravascular) (con proporción de IgG mayor al 95%),Líquido/Sólido - Inyectable,ISIVEN,Inmunoglobulina Humana 500mg/10ml,Líquido/Sólido,Inyectable x 1,SIEROVACCINOGENO ITALIANO,No regulado
V08AD01,Etil Ésteres De Ácidos Graso Yodados,Líquido/Sólido - Inyectable,NOTEMP,Yodo 20mg/2ml,Líquido/Sólido,Inyectable x 5,LAFRANCOL,No regulado
V08AD01,Etil Ésteres De Ácidos Graso Yodados,Líquido/Sólido - Inyectable,NOTEMP,Yodo 20mg/2ml,Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
J05AF10,Entecavir,Sólido - Oral,CATEVIR,Entecavir Base 1mg/1U,Sólido,Oral x 10,WILLOW,No regulado
J05AF10,Entecavir,Sólido - Oral,CATEVIR,Entecavir Base 1mg/1U,Sólido,Oral x 30,WILLOW,No regulado
J05AF10,Entecavir,Sólido - Oral,CATEVIR,Entecavir Base 1mg/1U,Sólido,Oral x 30,WILLOW,No regulado
J05AF10,Entecavir,Sólido - Oral,CATEVIR,"Entecavir Base 0,5mg/1U",Sólido,Oral x 30,WILLOW,No regulado
J05AF10,Entecavir,Sólido - Oral,CATEVIR,"Entecavir Base 0,5mg/1U",Sólido,Oral x 30,WILLOW,No regulado
J05AF10,Entecavir,Sólido - Oral,CATEVIR,"Entecavir Base 0,5mg/1U",Sólido,Oral x 10,WILLOW,No regulado
M05BA08,Zoledronico Acido,Líquido/Sólido - Inyectable,BORPLEZ,Acido Zoledronico Anhidro 5mg/100ml,Líquido/Sólido,Inyectable x 1,VITRA HEALTH,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,SEROKIN,Quetiapina Base 300mg/1U,Sólido,Oral de liberación modificada x 30,XINETIX PHARMA,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,SEROKIN,Quetiapina Base 300mg/1U,Sólido,Oral de liberación modificada x 10,XINETIX PHARMA,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,SEROKIN,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 30,XINETIX PHARMA,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,SEROKIN,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 10,XINETIX PHARMA,No regulado
A16AX01,Acido Tioctico,Sólido - Oral,AKIOTIX,Acido Tioctico 600mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
A16AX01,Acido Tioctico,Sólido - Oral,AKIOTIX,Acido Tioctico 600mg/1U,Sólido,Oral x 60,XINETIX PHARMA,No regulado
A16AX01,Acido Tioctico,Sólido - Oral,AKIOTIX,Acido Tioctico 600mg/1U,Sólido,Oral x 90,XINETIX PHARMA,No regulado
L01CD04,Cabazitaxel,Líquido/Sólido - Inyectable,XITACAB,"Cabazitaxel 60mg/1,5ml",Líquido/Sólido,Inyectable x 1,MSN LABORATORIES PRIVATE,No regulado
L01CD04,Cabazitaxel,Líquido/Sólido - Inyectable,XITACAB,"Cabazitaxel 60mg/1,5ml",Líquido/Sólido,Inyectable x 1,MSN LABORATORIES PRIVATE,No regulado
L01XC03,Trastuzumab,Sólido - Inyectable,HERZUMA,Trastuzumab 150mg/1U,Sólido,Inyectable x 1,CELLTRION,No regulado
L01XC03,Trastuzumab,Sólido - Inyectable,HERZUMA,Trastuzumab 440mg/1U,Sólido,Inyectable x 1,CELLTRION,No regulado
H05BX01,Cinacalcet,Sólido - Oral,CETCAL,Cinacalcet Base 90mg/1U,Sólido,Oral x 10,ALKEM,No regulado
H05BX01,Cinacalcet,Sólido - Oral,CETCAL,Cinacalcet Base 90mg/1U,Sólido,Oral x 30,ALKEM,No regulado
H05BX01,Cinacalcet,Sólido - Oral,CETCAL,Cinacalcet Base 60mg/1U,Sólido,Oral x 10,ALKEM,No regulado
H05BX01,Cinacalcet,Sólido - Oral,CETCAL,Cinacalcet Base 60mg/1U,Sólido,Oral x 30,ALKEM,No regulado
B01AF01,Rivaroxaban (10 mg),Sólido - Oral,XAROBAN,Rivaroxaban 15mg/1U,Sólido,Oral x 15,FARMACEUTICA PARAGUAYA,No regulado
B01AF01,Rivaroxaban (10 mg),Sólido - Oral,XAROBAN,Rivaroxaban 20mg/1U,Sólido,Oral x 15,FARMACEUTICA PARAGUAYA,No regulado
B01AF01,Rivaroxaban (10 mg),Sólido - Oral,XAROBAN,Rivaroxaban 20mg/1U,Sólido,Oral x 30,FARMACEUTICA PARAGUAYA,No regulado
B01AF01,Rivaroxaban (10 mg),Sólido - Oral,XAROBAN,Rivaroxaban 20mg/1U,Sólido,Oral x 5,FARMACEUTICA PARAGUAYA,No regulado
B01AF01,Rivaroxaban (10 mg),Sólido - Oral,XAROBAN,Rivaroxaban 15mg/1U,Sólido,Oral x 30,FARMACEUTICA PARAGUAYA,No regulado
B01AF01,Rivaroxaban (10 mg),Sólido - Oral,XAROBAN,Rivaroxaban 15mg/1U,Sólido,Oral x 5,FARMACEUTICA PARAGUAYA,No regulado
L02BA03,Fulvestrant,Líquido/Sólido - Inyectable,FURETRANT,Fulvestrant 250mg/5ml,Líquido/Sólido,Inyectable x 1,EXELTIS,No regulado
L02BA03,Fulvestrant,Líquido/Sólido - Inyectable,FURETRANT,Fulvestrant 250mg/5ml,Líquido/Sólido,Inyectable x 6,EXELTIS,No regulado
L02BA03,Fulvestrant,Líquido/Sólido - Inyectable,FURETRANT,Fulvestrant 250mg/5ml,Líquido/Sólido,Inyectable x 2,EXELTIS,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),RUNAVIR,Valganciclovir Base 450mg/1U,Sólido,Oral (tableta o cápsula) x 60,STEIN,No regulado
C01EB17,Ivabradine,Sólido - Oral,IVAZYD,"Ivabradina Base 7,5mg/1U",Sólido,Oral x 30,LA SANTE,No regulado
B06AC02,Icatibant,Líquido/Sólido - Inyectable,EXABANT,Icatibant Base 30mg/3ml,Líquido/Sólido,Inyectable x 1,EXELTIS,No regulado
B06AC02,Icatibant,Líquido/Sólido - Inyectable,EXABANT,Icatibant Base 30mg/3ml,Líquido/Sólido,Inyectable x 3,EXELTIS,No regulado
B06AC02,Icatibant,Líquido/Sólido - Inyectable,EXABANT,Icatibant Base 30mg/3ml,Líquido/Sólido,Inyectable x 1,EXELTIS,No regulado
B06AC02,Icatibant,Líquido/Sólido - Inyectable,EXABANT,Icatibant Base 30mg/3ml,Líquido/Sólido,Inyectable x 3,EXELTIS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 15,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 15,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 2,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 4,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 15,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,GARMISCH OMEX,Omeprazol Base 40mg/1U,Sólido,Oral de liberación modificada x 15,MEGA LABS,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 30,LABORATORIOS RICHMOND,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 10,LABORATORIOS RICHMOND,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 300,LABORATORIOS RICHMOND,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 14,LABORATORIOS RICHMOND,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 280,LABORATORIOS RICHMOND,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 28,LABORATORIOS RICHMOND,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,ESPEROCT,Factor VIII 1500UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,,,,,,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,ESPEROCT,Factor VIII 2000UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,ESPEROCT,Factor VIII 2000UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
A05AA03,Acido Cólico,Sólido - Oral,ORPHACOL,Acido Cólico 250mg/1U,Sólido,Oral x 60,CTRS,No regulado
A05AA03,Acido Cólico,Sólido - Oral,ORPHACOL,Acido Cólico 250mg/1U,Sólido,Oral x 30,CTRS,No regulado
A05AA03,Acido Cólico,Sólido - Oral,,,,,,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,,,,,,No regulado
N06DX01,Memantina,Sólido - Oral,ALZANTINA,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 10,SALUSPHARMA,No regulado
N06DX01,Memantina,Sólido - Oral,ALZANTINA,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 20,SALUSPHARMA,No regulado
N06DX01,Memantina,Sólido - Oral,ALZANTINA,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 30,SALUSPHARMA,No regulado
N06DX01,Memantina,Sólido - Oral,ALZANTINA,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 60,SALUSPHARMA,No regulado
N06DX01,Memantina,Sólido - Oral,ALZANTINA,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 100,SALUSPHARMA,No regulado
B02BD04,Factor Antihemofílico IX Plasmatico,LíqUIdo/Sólido - Inyectable,REFIXIA,Factor IX 1000UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD04,Factor Antihemofílico IX Plasmatico,LíqUIdo/Sólido - Inyectable,REFIXIA,Factor IX 1000UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD04,Factor Antihemofílico IX Plasmatico,LíqUIdo/Sólido - Inyectable,REFIXIA,Factor IX 500UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD04,Factor Antihemofílico IX Plasmatico,LíqUIdo/Sólido - Inyectable,REFIXIA,Factor IX 500UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
R03DX09,Mepolizumab,Líquido/Sólido - Inyectable,NUCALA,Mepolizumab 100mg/1ml,Líquido/Sólido,Inyectable x 1,GLAXOSMITHKLINE,No regulado
R03DX09,Mepolizumab,Líquido/Sólido - Inyectable,NUCALA,Mepolizumab 100mg/1ml,Líquido/Sólido,Inyectable x 1,GLAXOSMITHKLINE,No regulado
R03DX09,Mepolizumab,Líquido/Sólido - Inyectable,NUCALA,Mepolizumab 100mg/1ml,Líquido/Sólido,Inyectable x 1,GLAXOSMITHKLINE,No regulado
R03DX09,Mepolizumab,Líquido/Sólido - Inyectable,NUCALA,Mepolizumab 100mg/1ml,Líquido/Sólido,Inyectable x 1,GLAXOSMITHKLINE,No regulado
J02AX06,Anidulafungina,Líquido/Sólido - Inyectable,GIXOFU,Anidulafungina 100mg/1U,Líquido/Sólido,Inyectable x 1,XINETIX PHARMA,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,ESPEROCT,Factor VIII 1000UI/1U,LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD02,Factor Antihemofílico VIII Plasmatico,LíqUIdo/Sólido - Inyectable,,,,,,No regulado
N06DX01,Memantina,Sólido - Oral,VALCOX,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 30,MEGA LABS,No regulado
N06DX01,Memantina,Sólido - Oral,VALCOX,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 30,MEGA LABS,No regulado
N06DX01,Memantina,Sólido - Oral,VALCOX,Memantina Clorhidrato 20mg/1U,Sólido,Oral x 2,MEGA LABS,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORMOSSEO,"Teriparatida 20µg/0,08ml",Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORMOSSEO,"Teriparatida 20µm/0,08ml",Líquido/Sólido,Inyectable x 2,LAFRANCOL,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORMOSSEO,"Teriparatida 20µg/0,08ml",Líquido/Sólido,Inyectable x 3,LAFRANCOL,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORMOSSEO,"Teriparatida 20µg/0,08ml",Líquido/Sólido,Inyectable x 6,LAFRANCOL,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 5mg/1U,Sólido,Oral x 10,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 5mg/1U,Sólido,Oral x 20,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 5mg/1U,Sólido,Oral x 30,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 5mg/1U,Sólido,Oral x 10,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 5mg/1U,Sólido,Oral x 5,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 10mg/1U,Sólido,Oral x 10,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 10mg/1U,Sólido,Oral x 20,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 10mg/1U,Sólido,Oral x 30,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 10mg/1U,Sólido,Oral x 10,MSN LABORATORIES PRIVATE,No regulado
G04BD08,Solifenacina,Sólido - Oral,BLACIDEC,Solifenacina Succinato 10mg/1U,Sólido,Oral x 5,MSN LABORATORIES PRIVATE,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 10,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 30,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 4,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 10,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 20,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 30,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 4,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 10,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 10,TECNOQUIMICAS,No regulado
R03DC03,Montelukast,Sólido - Oral (tableta o cápsula),BONVENT,Montelukast Acido Libre 4mg/1U,Sólido,Oral (tableta o cápsula) x 20,TECNOQUIMICAS,No regulado
L04AA27,Fingolimod,Sólido - Oral,FINMOD,"Fingolimob Base 0,5mg/1U",Sólido,Oral x 30,HETERO,No regulado
L04AA27,Fingolimod,Sólido - Oral,FINMOD,"Fingolimob Base 0,5mg/1U",Sólido,Oral x 10,HETERO,No regulado
L04AA27,Fingolimod,Sólido - Oral,FINMOD,"Fingolimob Base 0,5mg/1U",Sólido,Oral x 10,HETERO,No regulado
L01AA09,Bendamustina,Líquido/Sólido - Inyectable,PURPULZ,Bendamustina Clorhidrato 180mg/4ml,Líquido/Sólido,Inyectable x 1,DR REDDYS,No regulado
L01AA09,Bendamustina,Líquido/Sólido - Inyectable,PURPULZ,Bendamustina Clorhidrato 180mg/4ml,Líquido/Sólido,Inyectable x 1,DR REDDYS,No regulado
L01AD01,Carmustina,Líquido/Sólido - Inyectable,CARM SPAL - P,Carmustina 100mg/1U,Líquido/Sólido,Inyectable x 1,SP ACCURE,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),GANCIX,Valganciclovir Base 450mg/1U,Sólido,Oral (tableta o cápsula) x 10,NOVAMED,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),GANCIX,Valganciclovir Base 450mg/1U,Sólido,Oral (tableta o cápsula) x 60,NOVAMED,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),GANCIX,Valganciclovir Base 450mg/1U,Sólido,Oral (tableta o cápsula) x 10,NOVAMED,No regulado
L01AA03,Melfalan,Líquido/Sólido - Inyectable,MELP SPAL,Melfalan Anhidro 50mg/1U,Líquido/Sólido,Inyectable x 1,SP ACCURE,No regulado
A10BH02,Vildagliptina,Sólido - Oral,VILZER,Vildagliptina 50mg/1U,Sólido,Oral x 30,MONTE VERDE,No regulado
A10BH02,Vildagliptina,Sólido - Oral,VILZER,Vildagliptina 50mg/1U,Sólido,Oral x 60,MONTE VERDE,No regulado
A10BH02,Vildagliptina,Sólido - Oral,VILZER,Vildagliptina 50mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 1,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 2,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 4,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 1,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 2,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 4,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 1,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 2,CELLTRION,No regulado
L04AB02,Infliximab,Líquido/Sólido - Inyectable,REMSIMA,Infliximab 120mg/1ml,Líquido/Sólido,Inyectable x 4,CELLTRION,No regulado
L01DB01,Doxorubicina liposomal,Líquido/Sólido - Inyectable,DOXORUBIN,Doxorubicina Clorhidrato 50mg/25ml,Líquido/Sólido,Inyectable x 1,PHARMACHEMIE,No regulado
L01DB01,Doxorubicina liposomal,Líquido/Sólido - Inyectable,DOXORUBIN,Doxorubicina Clorhidrato 10mg/5ml,Líquido/Sólido,Inyectable x 1,PHARMACHEMIE,No regulado
C01EB17,Ivabradine,Sólido - Oral,IVAZYD,Ivabradina Base 5mg/1U,Sólido,Oral x 30,LA SANTE,No regulado
L02BX02,Degarelix,Líquido/Sólido - Inyectable,AGONADIX,Degarelix Acetato 80mg/1U,Líquido/Sólido,Inyectable x 1,LA SANTE,No regulado
L02BX02,Degarelix,Líquido/Sólido - Inyectable,AGONADIX,Degarelix Acetato 120mg/1U,Líquido/Sólido,Inyectable x 1,LA SANTE,No regulado
G04CA01,Alfuzosina,Sólido - Oral,XATRAL,Alfuzosina Clorhidrato  5mg/1U,Sólido,Oral x 20,SANOFI AVENTIS,No regulado
A16AA05,Carglutamico Acido,Sólido - Oral,UCEDANE,Carglutamico Acido 200mg/1U,Sólido,Oral x 60,EUROCEPT INTERNATIONAL,No regulado
A16AA05,Carglutamico Acido,Sólido - Oral,UCEDANE,Carglutamico Acido 200mg/1U,Sólido,Oral x 12,EUROCEPT INTERNATIONAL,No regulado
C02KX01,Bosentan (62.5 mg),Sólido - Oral,BOSENTAN,Bosentan Base 125mg/1U,Sólido,Oral x 56,BIOSPIFAR,No regulado
C02KX01,Bosentan (62.5 mg),Sólido - Oral,BOSENTAN,"Bosentan Base 62,5mg/1U",Sólido,Oral x 56,BIOSPIFAR,No regulado
L01XC03,Trastuzumab,Sólido - Inyectable,KANJINTI,Trastuzumab 420mg/1U,Sólido,Inyectable x 1,AMGEN,No regulado
L01XC03,Trastuzumab,Sólido - Inyectable,KANJINTI,Trastuzumab 420mg/1U,Sólido,Inyectable x 1,AMGEN,No regulado
L01BC01,Citarabina,Líquido/Sólido - Inyectable,ZECIDIN,Citarabina 100mg/5ml,Líquido/Sólido,Inyectable x 1,BLAU,No regulado
J06BA01,Inmunoglobulina Humana Normal (admin. extravascular),Líquido/Sólido - Inyectable,INMUNOGLOBULINA G,Inmunoglobulina Humana 2500mg/50ml,Líquido/Sólido,Inyectable x 10,FARMACUBA,No regulado
J06BA01,Inmunoglobulina Humana Normal (admin. extravascular),Líquido/Sólido - Inyectable,INTRATECT,Inmunoglobulina Humana 10000mg/200ml,Líquido/Sólido,Inyectable x 1,BIOTEST,No regulado
J06BA01,Inmunoglobulina Humana Normal (admin. extravascular),Líquido/Sólido - Inyectable,INTRATECT,Inmunoglobulina Humana 1000mg/20ml,Líquido/Sólido,Inyectable x 1,BIOTEST,No regulado
J06BA01,Inmunoglobulina Humana Normal (admin. extravascular),Líquido/Sólido - Inyectable,,,,,,No regulado
L02BB04,Enzalutamida,Sólido - Oral,ENZASTIK,Enzalutamida 40mg/1U,Sólido,Oral x 120,AUROBINDO,No regulado
L02BB04,Enzalutamida,Sólido - Oral,ENZASTIK,Enzalutamida 40mg/1U,Sólido,Oral x 12,AUROBINDO,No regulado
L04AA26,Belimumab,Líquido/Sólido - Inyectable,BENLYSTA,Belimumab 200mg/1ml,Líquido/Sólido,Inyectable x 1,GLAXOSMITHKLINE,No regulado
L04AA26,Belimumab,Líquido/Sólido - Inyectable,BENLYSTA,Belimumab 200mg/1ml,Líquido/Sólido,Inyectable x 4,GLAXOSMITHKLINE,No regulado
L04AA26,Belimumab,Líquido/Sólido - Inyectable,BENLYSTA,Belimumab 200mg/1ml,Líquido/Sólido,Inyectable x 1,GLAXOSMITHKLINE,No regulado
L04AA26,Belimumab,Líquido/Sólido - Inyectable,BENLYSTA,Belimumab 200mg/1ml,Líquido/Sólido,Inyectable x 4,GLAXOSMITHKLINE,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,ABEVMY,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,MYLAN,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,ABEVMY,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,MYLAN,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,ABEVMY,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,MYLAN,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,ABEVMY,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,MYLAN,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VIRACTIN,Valganciclovir Base 450mg/1U,Sólido,Oral (tableta o cápsula) x 60,PROCAPS,No regulado
C01CX08,Levosimendan,Líquido/Sólido - Inyectable,LEVOSIMENDÁN,"Levosimendan 12,5mg/5ml",Líquido/Sólido,Inyectable x 1,SRS LIFE SCIENCES,No regulado
