Nombre del producto farmacéutico,Tipo de fármaco,Nombre del laboratorio ofertante,Estado,Aportación del beneficiario,Principio activo o asociación de principios activos,Precio venta con IVA_Euros,Nombre de la agrupación homogénea del producto sanitario,Diagnóstico hospitalario,Tratamiento de larga duración,Especial control médico,Medicamento huérfano
"DEPAKINE CRONO 500 mg COMPRIMIDOS DE LIBERACION PROLONGADA, 100 comprimidos",Medicamento Etica,"DIFARMED, S.L.U",ALTA,ESPECIAL,"VALPROICO ACIDO,VALPROATO SODIO",12.05,ACIDO VALPROICO 333MG/145MG 100 COMPRIMIDOS LIBERACION MODIFICADA,NO,SI,NO,NO
"RELVAR ELLIPTA 92 MICROGRAMOS/22 MICROGRAMOSPOLVO PARA INHALACION (UNIDOSIS), 30 dosis",Medicamento Etica,"ECOFAR PRODUCTOS, S.L.",BAJA POR NO COMERCIALIZAR,ESPECIAL,"FLUTICASONA FUROATO,VILANTEROL TRIFENATATO",45.99,,NO,NO,NO,NO
"ARROX 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA, 28 comprimidos",Medicamento Etica,ALTER S.A.,ALTA,NORMAL,ROSUVASTATINA  CALCICA,29.57,ROSUVASTATINA 30 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"HIDROXICLOROQUINA RATIOPHARM 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,HIDROXICLOROQUINA SULFATO,12.16,HIDROXICLOROQUINA 200 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"PARACETAMOL ALMUS 1G COMPRIMIDOS EFG, 20 comprimidos",Medicamento Generico,"ALMUS FARMACEUTICA, S.A.U.",ALTA,NORMAL,PARACETAMOL,1.9,PARACETAMOL 1000 MG 20 COMPRIMIDOS,NO,NO,NO,NO
"PARACETAMOL ALMUS 1G COMPRIMIDOS EFG, 40 comprimidos",Medicamento Generico,"ALMUS FARMACEUTICA, S.A.U.",ALTA,NORMAL,PARACETAMOL,2.5,PARACETAMOL 1000 MG 40 COMPRIMIDOS,NO,NO,NO,NO
"PARACETAMOL ALMUS 500 MG COMPRIMIDOS EFG, 20 comprimidos",Medicamento Generico,"ALMUS FARMACEUTICA, S.A.U.",BAJA POR NO COMERCIALIZAR,NORMAL,PARACETAMOL,0.67,PARACETAMOL 500 MG 20 COMPRIMIDOS,NO,NO,NO,NO
"AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA TAD 10 MG/160 MG/25 MG  COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",ALTA,NORMAL,"AMLODIPINO BESILATO,VALSARTAN,HIDROCLOROTIAZIDA",14.11,VALSARTAN/AMLODIPINO/HTZ 160MG/10MG/25MG 28 COMPRIMIDOS,NO,NO,NO,NO
ANAMAP 25 MG/G + 25 MG/G CREMA 1 tubo de 30 g,Medicamento Etica,"VISO FARMACEUTICA, S.L.",ALTA,NORMAL,"PRILOCAINA,LIDOCAINA",10.02,LIDOCAINA/PRILOCAINA 25MG/25MG 30 G CREMA,NO,NO,NO,NO
"QUETIAPINA QUALIGEN FARMA 200 MG COMPRIMIDOS DE LIBERACION PROLONGA EFG, 60 comprimidos",Medicamento Generico,"NEURAXPHARM SPAIN, S.L.U",ALTA,ESPECIAL,QUETIAPINA FUMARATO,64.82,QUETIAPINA 200 MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,NO,NO,NO
"QUETIAPINA QUALIGEN FARMA 300 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",Medicamento Generico,"NEURAXPHARM SPAIN, S.L.U",ALTA,ESPECIAL,QUETIAPINA FUMARATO,97.22,QUETIAPINA 300 MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,NO,NO,NO
ACUPREL 20MG 28 COMPRIMIDOS RECUBIERTOS,Medicamento Etica,"PFIZER, S.L",ALTA,ESPECIAL,QUINAPRIL,4.65,QUINAPRIL 20 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"QUETIAPINA QUALIGEN FARMA 50 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",Medicamento Generico,"NEURAXPHARM SPAIN, S.L.U",ALTA,ESPECIAL,QUETIAPINA FUMARATO,16.2,QUETIAPINA 50 MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,NO,NO,NO
"QUETIAPINA QUALIGEN FARMA 400 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",Medicamento Generico,"NEURAXPHARM SPAIN, S.L.U",ALTA,ESPECIAL,QUETIAPINA FUMARATO,129.63,QUETIAPINA 400 MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,NO,NO,NO
"QUETIAPINA QUALIGEN FARMA 150 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",Medicamento Generico,"NEURAXPHARM SPAIN, S.L.U",ALTA,ESPECIAL,QUETIAPINA,48.61,QUETIAPINA 150MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,NO,NO,NO
"ESOMEPRAZOL RATIO 20 mg COMPRIMIDOS GASTRORRESISTENTES EFG,28 comprimidos (Frasco)",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,NORMAL,ESOMEPRAZOL SODICO,12.55,ESOMEPRAZOL 20 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"ESOMEPRAZOL RATIO 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG,28 comprimidos (Frasco)",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,NORMAL,ESOMEPRAZOL SODICO,25.1,ESOMEPRAZOL 40 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"ESOMEPRAZOL TEVA 20 mg COMPRIMIDOS GASTRORRESISTENTES EFG,28 comprimidos (Frasco)",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,NORMAL,ESOMEPRAZOL SODICO,12.55,ESOMEPRAZOL 20 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"ESOMEPRAZOL TEVA 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG,28 comprimidos (Frasco)",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,NORMAL,ESOMEPRAZOL SODICO,25.1,ESOMEPRAZOL 40 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA KRKA 10 MG/160 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",ALTA,NORMAL,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,VALSARTAN",14.11,VALSARTAN/AMLODIPINO/HTZ 160MG/10MG/25MG 28 COMPRIMIDOS,NO,NO,NO,NO
"AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA KRKA 10 MG/320 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",ALTA,NORMAL,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,VALSARTAN",22.59,VALSARTAN/AMLODIPINO/HTZ 320MG/10MG/25MG 28 COMPRIMIDOS,NO,NO,NO,NO
"GLICLAZIDA TEVA 30 mg COMPRIMIDOS DE LIBERACION MODIFICADA EFG,60 comprimidos (OPA/AL/PVC/AL)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,GLICLAZIDA,5.59,GLICLAZIDA 30 MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,SI,NO,NO
"ENALAPRIL/LERCANIDIPINO TEVA 20 MG/20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,"LERCANIDIPINO HIDROCLORURO,ENALAPRIL MALEATO",11.24,ENALAPRIL/LERCANIDIPINO 20MG/20MG 28 COMPRIMIDOS,NO,NO,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA KRKA 5 MG/160 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG 28 comprimidos,Medicamento Generico,"KRKA FARMACEUTICA, S.L.",ALTA,NORMAL,"VALSARTAN,AMLODIPINO BESILATO,HIDROCLOROTIAZIDA",13.27,VALSARTAN/AMLODIPINO/HTZ 160MG/5MG/25MG 28 COMPRIMIDOS,NO,NO,NO,NO
"AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA KRKA 10 MG/160 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",ALTA,NORMAL,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,VALSARTAN",14.11,"VALSARTAN/AMLODIPINO/HTZ 160MG/10MG/12,5MG 28 COMPRIMIDOS",NO,NO,NO,NO
"AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA KRKA 5 MG/160 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",ALTA,NORMAL,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,VALSARTAN",13.27,"VALSARTAN/AMLODIPINO/HTZ 160MG/5MG/12,5MG 28 COMPRIMIDOS",NO,NO,NO,NO
"DAIVOBET 50 microgramos/0,5 mg/g GEL, 1 tubo de 80 g",Medicamento Etica,"LEO PHARMA, S.A.",ALTA,ESPECIAL,"CALCIPOTRIOL MONOHIDRATO,BETAMETASONA DIPROPIONATO",59.59,,NO,NO,NO,NO
"NEMEA 100 MG COMPRIMIDOS BUCODISPERSABLES EFG, 40 comprimidos",Medicamento Generico,"ADAMED LABORATORIOS, S.L.U",ALTA,ESPECIAL,CLOZAPINA,14.17,,NO,NO,NO,NO
"NEMEA 200 MG COMPRIMIDOS BUCODISPERSABLES, 40 comprimidos",Medicamento Etica,"ADAMED LABORATORIOS, S.L.U",ALTA,ESPECIAL,CLOZAPINA,28.35,,NO,NO,NO,NO
"NEMEA 25 MG COMPRIMIDOS BUCODISPERSABLES EFG, 40 comprimidos",Medicamento Generico,"ADAMED LABORATORIOS, S.L.U",ALTA,ESPECIAL,CLOZAPINA,3.54,,NO,NO,NO,NO
"ESLICARBAZEPINA NORMON 800 MG COMPRIMIDOS EFG, 30 comprimidos (Blister PVC/Al)",Medicamento Generico,NORMON S.A.,ALTA,ESPECIAL,ESLICARBAZEPINA ACETATO,102.28,ESLICARBAZEPINA 800MG 30 COMPRIMIDOS,NO,NO,NO,NO
"BUDESONIDA ALDO-UNION 100 MICROGRAMOS/PULSACION SUSPENSION PARA INHALACION EN ENVASE A PRESION, 1 inhalador de 200 dosis",Medicamento Etica,"ALDO-UNION, S.L.",ALTA,ESPECIAL,BUDESONIDA,12.3,,NO,SI,NO,NO
"SOLIFENACINA TILLOMED 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"LABORATORIOS TILLOMED SPAIN, S.L.U.",ALTA,NORMAL,SOLIFENACINA SUCCINATO,40.81,SOLIFENACINA 10 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"SOLIFENACINA TILLOMED 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"LABORATORIOS TILLOMED SPAIN, S.L.U.",ALTA,NORMAL,SOLIFENACINA SUCCINATO,20.4,SOLIFENACINA 5 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"AMOXICILINA/ACIDO CLAVULANICO COMBIX 875 MG/125 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 20 comprimidos",Medicamento Generico,"COMBIX, S.L.U",ALTA,NORMAL,"AMOXICILINA TRIHIDRATO,CLAVULANATO POTASIO",6.81,AMOXICILINA/ AC CLAVULANICO 875MG/125MG 20 COMPRIMIDOS,NO,NO,NO,NO
"AMOXICILINA/ACIDO CLAVULANICO COMBIX 875 MG/125 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"COMBIX, S.L.U",ALTA,NORMAL,"CLAVULANATO POTASIO,AMOXICILINA TRIHIDRATO",10.21,AMOXICILINA/ AC CLAVULANICO 875MG/125MG 30 COMPRIMIDOS,NO,NO,NO,NO
"VILDAGLIPTINA TEVA 50 MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,VILDAGLIPTINA,19.51,VILDAGLIPTINA 50 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"VILDAGLIPTINA TEVA 50 MG COMPRIMIDOS EFG, 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,VILDAGLIPTINA,31.21,VILDAGLIPTINA 50 MG  56 COMPRIMIDOS,NO,NO,NO,NO
"ROSUVASTATINA OPKO 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"OPKO HEALTH SPAIN, S.L.U",ALTA,NORMAL,ROSUVASTATINA  CALCICA,19.72,ROSUVASTATINA 20 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"ROSUVASTATINA OPKO 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"OPKO HEALTH SPAIN, S.L.U",ALTA,NORMAL,ROSUVASTATINA  CALCICA,9.85,ROSUVASTATINA 10 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"PAIDOCORT 3 MG/ML SOLUCION ORAL, 1 frasco de 125 ml",Medicamento Etica,"ALDO-UNION, S.L.",ALTA,NORMAL,PREDNISOLONA FOSFATO SODIO,21.67,,NO,NO,NO,NO
"ATORVASTATINA AUROVITAS PHARMA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,28 comprimidos (PVC/PE/PVDC-AL)",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,4.09,ATORVASTATINA 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ATORVASTATINA AUROVITAS PHARMA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,28 comprimidos (PVC/PE/PVDC-AL)",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,8.18,ATORVASTATINA 20 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"FEBUXOSTAT KRKA 80 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",BAJA POR NO COMERCIALIZAR,ESPECIAL,FEBUXOSTAT,13.22,FEBUXOSTAT 80 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"FEBUXOSTAT KRKA 120 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"KRKA FARMACEUTICA, S.L.",BAJA POR NO COMERCIALIZAR,ESPECIAL,FEBUXOSTAT,19.84,FEBUXOSTAT 120 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"DIMETRIO 2 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"ADAMED LABORATORIOS, S.L.U",ALTA,ESPECIAL,DIENOGEST,10.58,DIENOGEST 2MG 28 COMPRIMIDOS,NO,SI,NO,NO
"AMOXICILINA COMBIX 1000 MG COMPRIMIDOS DISPERSABLES EFG, 20 comprimidos",Medicamento Generico,"COMBIX, S.L.U",ALTA,NORMAL,AMOXICILINA TRIHIDRATO,3.81,AMOXICILINA 1000 MG 20 COMPRIMIDOS,NO,NO,NO,NO
OSTEUM 200MG 30 COMPRIMIDOS,Medicamento Etica,VIÑAS S.A.,SUSPENSION TEMPORAL GENERAL,NORMAL,ETIDRONATO DISODIO,4.57,,NO,NO,NO,NO
"AMOXICILINA COMBIX 1000 MG COMPRIMIDOS DISPERSABLES EFG, 30 comprimidos",Medicamento Generico,"COMBIX, S.L.U",ALTA,NORMAL,AMOXICILINA TRIHIDRATO,5.71,AMOXICILINA 1000 MG 30 COMPRIMIDOS,NO,NO,NO,NO
RECTODELT 100 MG SUPOSITORIOS EFG 2 supositorios,Medicamento Generico,"MIBE PHARMA ESPAÑA, S.L.",ALTA,ESPECIAL,PREDNISONA,2.65,,NO,NO,NO,NO
RECTODELT 100 MG SUPOSITORIOS EFG 4 supositorios,Medicamento Generico,"MIBE PHARMA ESPAÑA, S.L.",ALTA,ESPECIAL,PREDNISONA,5.31,,NO,NO,NO,NO
"LANVIS 40 MG COMPRIMIDOS, 25 comprimidos",Medicamento Etica,"ASPEN PHARMACARE ESPAÑA, S.L.",ALTA,ESPECIAL,TIOGUANINA,116.89,TIOGUANINA 40 MG 25 COMPRIMIDOS,NO,NO,NO,NO
OSTEUM 200MG 60 COMPRIMIDOS,Medicamento Etica,VIÑAS S.A.,SUSPENSION TEMPORAL GENERAL,NORMAL,ETIDRONATO DISODIO,7.62,,NO,NO,NO,NO
"DESLORATADINA CINFA 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,20 comrpimidos",Medicamento Generico,CINFA S.A.,ALTA,NORMAL,DESLORATADINA,6.63,DESLORATADINA 5 MG 20 COMPRIMIDOS,NO,NO,NO,NO
"DRONEDARONA TEVA 400 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 60 comprimidos (Blister PVC-Al)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,DRONEDARONA CLORHIDRATO,62.94,DRONEDARONA 400 MG 60 COMPRIMIDOS,SI,NO,NO,NO
"LIBERELLE 0,25 MG/0,035 MG COMPRIMIDOS EFG, 21 comprimidos",Medicamento Generico,"EXELTIS HEALTHCARE, S.L.",ALTA,NORMAL,"NORGESTIMATO,ETINILESTRADIOL",3.36,NORGESTIMATO/ETINILESTRADIOL 0.250MG/0.035MG 21 COMPRIMIDOS,NO,NO,NO,NO
"LIBERELLE 0,25 MG/0,035 MG COMPRIMIDOS EFG, 63 (3 x 21) comprimidos",Medicamento Generico,"EXELTIS HEALTHCARE, S.L.",ALTA,NORMAL,"NORGESTIMATO,ETINILESTRADIOL",10.07,NORGESTIMATO/ETINILESTRADIOL 0.250MG/0.035MG 63 COMPRIMIDOS,NO,NO,NO,NO
"RANITIDINA RATIO 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,56 comprimidos",Medicamento Generico,RATIOPHARM ESPAÑA S.A.,BAJA GENERAL,NORMAL,RANITIDINA HIDROCLORURO,7.77,RANITIDINA 150 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"RANITIDINA TEVA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",SUSPENSION TEMPORAL GENERAL,NORMAL,RANITIDINA HIDROCLORURO,7.77,RANITIDINA 150 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"VALDOXAN 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 56 comprimidos",Medicamento Etica,SERVIER S.L.,ALTA,ESPECIAL,AGOMELATINA,61.3,AGOMELATINA 25MG 56 COMPRIMIDOS,NO,NO,NO,NO
SILODOSINA VIATRIS 8 MG CAPSULAS DURAS EFG. 30 capsulas,Medicamento Generico,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,NORMAL,SILODOSINA,15.7,SILODOSINA 8 MG 30 CAPSULAS,NO,NO,NO,NO
SILODOSINA VIATRIS 4 MG CAPSULAS DURAS EFG. 30 capsulas,Medicamento Generico,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,NORMAL,SILODOSINA,7.85,SILODOSINA 4 MG 30 CAPSULAS,NO,NO,NO,NO
"BETAHISTINA ACCORD 24 MG COMPRIMIDOS EFG, 60 comprimidos",Medicamento Generico,"ACCORD HEALTHCARE, S.L.U",BAJA POR NO COMERCIALIZAR,NORMAL,BETAHISTINA DIHIDROCLORURO,8.18,BETAHISTINA 24MG 60 COMPRIMIDOS,NO,NO,NO,NO
"ROSUVASTATINA VIVANTA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,VIVANTA GENERICS S.R.O.,ALTA,NORMAL,ROSUVASTATINA  CALCICA,9.85,ROSUVASTATINA 10 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"ROSUVASTATINA VIVANTA 20 MG  COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,VIVANTA GENERICS S.R.O.,ALTA,NORMAL,ROSUVASTATINA  CALCICA,19.72,ROSUVASTATINA 20 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"ROSUVASTATINA VIVANTA 40 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,VIVANTA GENERICS S.R.O.,BAJA POR NO COMERCIALIZAR,NORMAL,ROSUVASTATINA  CALCICA,31.14,ROSUVASTATINA 40 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"ROSUVASTATINA VIVANTA 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,VIVANTA GENERICS S.R.O.,ALTA,NORMAL,ROSUVASTATINA  CALCICA,4.93,ROSUVASTATINA 5 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"SILODOSINA ARISTO 4 MG CAPSULAS DURAS EFG, 30 capsulas",Medicamento Generico,"ARISTO PHARMA IBERIA, S.L.",ALTA,NORMAL,SILODOSINA,7.85,SILODOSINA 4 MG 30 CAPSULAS,NO,NO,NO,NO
"SILODOSINA ARISTO 8 MG CAPSULAS DURAS EFG, 30 capsulas",Medicamento Generico,"ARISTO PHARMA IBERIA, S.L.",ALTA,NORMAL,SILODOSINA,15.7,SILODOSINA 8 MG 30 CAPSULAS,NO,NO,NO,NO
AZITROMICINA TEVA 250MG 6 SOBR POLVO SUSP ORAL EFG,Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA GENERAL,NORMAL,AZITROMICINA DIHIDRATO,5.62,AZITROMICINA 250 MG 6 SOBRES SOLUCION/SUSPENSION ORAL,NO,NO,NO,NO
"DUPLAXIL 400 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"GEBRO PHARMA, S.A.",ALTA,ESPECIAL,HIDROXICLOROQUINA SULFATO,24.32,,NO,NO,NO,NO
"EFFICIB 50 MG/1000  MG COMPRIMIDOS RECUBIERTOS CON PELICULA, 56 comprimidos",Medicamento Etica,"ECOFAR PRODUCTOS, S.L.",BAJA POR NO COMERCIALIZAR,ESPECIAL,"METFORMINA HIDROCLORURO,SITAGLIPTINA",28.71,METFORMINA/SITAGLIPTINA 1000MG/50MG 56 COMPRIMIDOS,NO,NO,NO,NO
"DALTEX 50 MG/850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 60 comprimidos",Medicamento Generico,MEDOCHEMIE IBERIA S.A. SUCURSAL EN ESPAÑA,ALTA,ESPECIAL,"VILDAGLIPTINA,METFORMINA HIDROCLORURO",36.19,METFORMINA/VILDAGLIPTINA 850MG/50MG  60 COMPRIMIDOS,NO,NO,NO,NO
"DALTEX 50 MG/1000 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 60 comprimidos",Medicamento Generico,MEDOCHEMIE IBERIA S.A. SUCURSAL EN ESPAÑA,ALTA,ESPECIAL,"VILDAGLIPTINA,METFORMINA HIDROCLORURO",36.19,METFORMINA/VILDAGLIPTINA 1000MG/50MG  60 COMPRIMIDOS,NO,NO,NO,NO
"SILODOSINA STADA 8 MG CAPSULAS DURAS EFG, 30 capsulas",Medicamento Generico,"STADA, S.L",ALTA,NORMAL,SILODOSINA,15.7,SILODOSINA 8 MG 30 CAPSULAS,NO,NO,NO,NO
"SILODOSINA STADA 4 MG CAPSULAS DURAS EFG, 30 capsulas",Medicamento Generico,"STADA, S.L",ALTA,NORMAL,SILODOSINA,7.85,SILODOSINA 4 MG 30 CAPSULAS,NO,NO,NO,NO
ATORVASTATINA SUN 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA  28 comprimidos,Medicamento Etica,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,24.54,ATORVASTATINA 60 MG 28 COMPRIMIDOS,NO,NO,NO,NO
ATORVASTATINA SUN 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA  28 comprimidos,Medicamento Etica,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,12.27,ATORVASTATINA 30 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ALITRETINOINA IFC 10 MG CAPSULAS BLANDAS EFG, 30 capsulas",Medicamento Generico,IND. FTCA. CANTABRIA S.A.,ALTA,NORMAL,ALITRETINOINA,157.72,ALITRETINOINA 10MG 30 CAPSULAS,SI,NO,NO,NO
"ALITRETINOINA IFC 30 MG CAPSULAS BLANDAS EFG, 30 capsulas",Medicamento Generico,IND. FTCA. CANTABRIA S.A.,ALTA,NORMAL,ALITRETINOINA,311.28,ALITRETINOINA 30MG 30 CAPSULAS,SI,NO,NO,NO
"EZETIMIBA/SIMVASTATINA AUROVITAS 10 MG/20 MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,"EZETIMIBA,SIMVASTATINA",32.72,SIMVASTATINA/EZETIMIBA 20MG/10MG 28 COMPRIMIDOS,NO,NO,NO,NO
"EZETIMIBA/SIMVASTATINA AUROVITAS 10 MG/40 MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,"EZETIMIBA,SIMVASTATINA",32.72,SIMVASTATINA/EZETIMIBA 40MG/10MG 28 COMPRIMIDOS,NO,NO,NO,NO
PRASUGREL STADAFARMA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG 28 comprimidos,Medicamento Generico,"STADA, S.L",ALTA,NORMAL,PRASUGREL HIDROCLORURO,33.41,PRASUGREL 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"RANITIDINA MYLAN 150 mg comprimidos recubiertos , 28 comprimidos",Medicamento Generico,"VIATRIS PHARMACEUTICALS, S.L.U",BAJA GENERAL,NORMAL,RANITIDINA HIDROCLORURO,3.89,RANITIDINA 150 MG 28 COMPRIMIDOS,NO,NO,NO,NO
DOGMATIL 50MG 30 CAPSULAS DURAS,Medicamento Etica,"SANOFI AVENTIS, S.A",BAJA GENERAL,ESPECIAL,SULPIRIDA,1.89,SULPIRIDA 50 MG 30 CAPSULAS,NO,NO,NO,NO
PRIMPERAN 10MG/2ML 12 AMPOLLAS 2ML SOL INYECTABLE,Medicamento Etica,"SANOFI AVENTIS, S.A",ALTA,NORMAL,METOCLOPRAMIDA HIDROCLORURO,2.58,METOCLOPRAMIDA 10MG/2ML 12 INYECTABLE GENERAL PARENTERAL,NO,NO,NO,NO
