SERVICIO,DESCRIPCION,PIEZAS SOLICITADAS
#SREF!,DOBUTAMINA,1
AREA DE CHOQUE,CLORURO,0
TERAPIA INTERMEDIA,DOXICICLINA,4
#SREF!,CLINDAMICINA,3
#SREF!,AMPICILINA,2
#SREF!,PROPOFOL,0
TERAPIA INTERMEDIA,MEROPENEM,0
#SREF!,NOREPINEFRINA,6
#SREF!,OMEPRAZOL,14
#SREF!,SUCRALFATO,6
#SREF!,SULFATO,50
#SREF!,VASOPRESINA,25
#SREF!,DIFENIDOL,10
#SREF!,PRAZOSINA,10
#SREF!,FUROSEMIDA,40
#SREF!,CISATRACURIO,50
TERAPIA INTERMEDIA,NIFEDIPINO,5
TERAPIA INTERMEDIA,SENOSIDOS,10
TERAPIA INTERMEDIA,ROCURONIO,60
TERAPIA INTERMEDIA,CLORURO,25
TERAPIA INTERMEDIA,FOSFATO,5
TERAPIA INTERMEDIA,FUROSEMIDA,60
TERAPIA INTERMEDIA,DOBUTAMINA,6
TERAPIA INTERMEDIA,AMPICILINA,8
#SREF!,ENOXAPARINA,5
#SREF!,DEXMEDETOMIDINA,1
#SREF!,VALPROICO,1
#SREF!,VANCOMICINA,9
#SREF!,DOBUTAMINA,5
ENDOSCOPIA,INSULINA,1
TERAPIA INTERMEDIA,DOXICICLINA,1
TERAPIA INTERMEDIA,PARACETAMOL,1
TERAPIA INTERMEDIA,CEFEPIME,3
#SREF!,VALPROICO,3
TERAPIA INTENSIVA METABOLICA,VANCOMICINA,8
TERAPIA INTENSIVA METABOLICA,BICARBONATO,20
TERAPIA INTENSIVA METABOLICA,LEVETIRACETAM,4
TERAPIA INTERMEDIA,ASCORBICO,18
AREA DE CHOQUE,ROCURONIO,40
AREA DE CHOQUE,VASOPRESINA,8
#SREF!,OMEPRAZOL,12
#SREF!,HIDROCORTISONA,6
#SREF!,OMEPRAZOL,6
#SREF!,VECURONIO,25
#SREF!,PARACETAMOL,25
#SREF!,CLORURO,25
#SREF!,ESPIRONOLACTONA,10
#SREF!,INSULINA,0
TERAPIA INTENSIVA METABOLICA,ROCURONIO,10
URGENCIAS GINECOBSTETRICAS,BETAMETASONA,10
URGENCIAS GINECOBSTETRICAS,LIDOCAINA,2
URGENCIAS GINECOBSTETRICAS,CLORURO,2
#SREF!,OXIMETAZOLINA,5
#SREF!,SUCRALFATO,20
TERAPIA INTERMEDIA,METOCLOPRAMIDA,40
#SREF!,CLONIXINATO,50
#SREF!,CLORFENAMINA,50
#SREF!,BUTILHIOSCINA,50
#SREF!,DEXAMETASONA,15
#SREF!,CLORFENAMINA,10
#SREF!,TRAMADOL,15
#SREF!,GLUCONATO,20
#SREF!,DOBUTAMINA,10
#SREF!,FENITOINA,15
TERAPIA INTERMEDIA,INSULINA,2
TERAPIA INTERMEDIA,OCTREOTIDA,2
#SREF!,ZOLEDRONICO,2
TERAPIA INTENSIVA METABOLICA,MIDAZOLAM,30
#SREF!,AMPICILINA,4
#SREF!,CEFTAZIDIMA,1
TERAPIA INTENSIVA METABOLICA,VANCOMICINA,4
TERAPIA INTENSIVA METABOLICA,ESPIRONOLACTONA,2
AREA DE CHOQUE,PENTOXIFILINA,3
#SREF!,LOPERAMIDA,20
#SREF!,ACETAZOLAMIDA,20
#SREF!,COLECALCIFEROL,20
#SREF!,FENITOINA,1
#SREF!,NEOMICINA,10
#SREF!,PARACETAMOL,9
AREA DE CHOQUE,LEVOTIROXINA,10
#SREF!,OXIMETAZOLINA,1
#SREF!,CEFTRIAXONA,12
TERAPIA INTERMEDIA,ENOXAPARINA,16
#SREF!,KETOROLACO/TRAMADOL,10
#SREF!,GLUCOSA,8
#SREF!,VECURONIO,150
#SREF!,PROPOFOL,25
#SREF!,SULFATO,30
#SREF!,DOPAMINA,20
#SREF!,NAPROXENO,4
#SREF!,ATROPINA,15
#SREF!,DOPAMINA,5
#SREF!,ASCORBICO,23
#SREF!,AMIODARONA,20
#SREF!,ATROPINA,7
#SREF!,BICARBONATO,30
#SREF!,FUROSEMIDA,34
#SREF!,HIDROCORTISONA,14
#SREF!,METAMIZOL,11
#SREF!,METILPREDNISOLONA,5
#SREF!,MULTIVITAMINICO,20
#SREF!,NAPROXENO,2
TERAPIA INTENSIVA METABOLICA,ADENOSINA,2
TERAPIA INTERMEDIA,VANCOMICINA,12
#SREF!,LOPERAMIDA,50
#SREF!,MOSAPRIDA,30
#SREF!,SENOSIDOS,30
#SREF!,KETOROLACO,50
#SREF!,TRAMADOL,50
TERAPIA INTERMEDIA,HEPARINA,5
TERAPIA INTENSIVA METABOLICA,ESPIRONOLACTONA,4
TERAPIA INTERMEDIA,CEFEPIME,5
TERAPIA INTERMEDIA,OMEPRAZOL,4
TERAPIA INTENSIVA METABOLICA,VANCOMICINA,2
#SREF!,METRONIDAZOL,8
#SREF!,SENOSIDOS,3
#SREF!,ADENOSINA,1
#SREF!,CAFEINA,10
#SREF!,LEVETIRACETAM,6
#SREF!,LOPERAMIDA,30
TERAPIA INTERMEDIA,DOBUTAMINA,4
TERAPIA INTERMEDIA,SULFATO,30
#SREF!,DEXMEDETOMIDINA,12
#SREF!,VASOPRESINA,8
TERAPIA INTERMEDIA,VORICONAZOL,4
#SREF!,METOPROLOL,4
TERAPIA INTERMEDIA,VANCOMICINA,7
#SREF!,ALTEPLASA,1
#SREF!,TENECTEPLASA,1
#SREF!,VORICONAZOL,6
AREA DE CHOQUE,HIDROXIPROPILMETILCELULOSA,5
#SREF!,PARACETAMOL,50
#SREF!,ROPIVACAINA,50
#SREF!,ACETILSALICILICO,20
#SREF!,ACETILCISTEINA,2
#SREF!,NAPROXENO,10
TERAPIA INTENSIVA METABOLICA,ACETILCISTEINA,4
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,5
TERAPIA INTERMEDIA,LEVOTIROXINA,2
TERAPIA INTERMEDIA,HIDROCORTISONA,0
TERAPIA INTERMEDIA,VANCOMICINA,1
#SREF!,NAPROXENO,8
TERAPIA INTERMEDIA,VORICONAZOL,3
TERAPIA INTERMEDIA,FOSFATO,10
TERAPIA INTERMEDIA,FOSFATO,20
AREA DE CHOQUE,ROCURONIO,25
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,30
TERAPIA INTERMEDIA,NOREPINEFRINA,60
TERAPIA INTERMEDIA,GLUCONATO,25
TERAPIA INTERMEDIA,HIDROCORTISONA,5
#SREF!,PROPOFOL,35
#SREF!,CEFALOTINA,1
#SREF!,COLISTIMETATO,6
#SREF!,PARACETAMOL,0
#SREF!,GENTAMICINA,1
URGENCIAS GINECOBSTETRICAS,METOCLOPRAMIDA,3
TERAPIA INTERMEDIA,ACETILCISTEINA,4
TERAPIA INTERMEDIA,KETOROLACO,10
#SREF!,AMPICILINA,10
#SREF!,VORICONAZOL,1
AREA DE CHOQUE,CEFEPIME,1
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINICO,1
TERAPIA INTERMEDIA,CLARITROMICINA,4
TERAPIA INTERMEDIA,KETOROLACO,6
TERAPIA INTERMEDIA,HIDROCORTISONA,1
#SREF!,TIAMINA,3
#SREF!,CEFALOTINA,8
#SREF!,CAPTOPRIL,1
#SREF!,OCTREOTIDA,3
TERAPIA INTENSIVA METABOLICA,TRAMADOL,2
TERAPIA INTERMEDIA,CEFTAZIDIMA,2
TERAPIA INTENSIVA METABOLICA,ESPIRONOLACTONA,1
TERAPIA INTENSIVA METABOLICA,AMPICILINA,8
AREA DE CHOQUE,ENOXAPARINA,4
#SREF!,CEFTRIAXONA,0
#SREF!,METRONIDAZOL,0
#SREF!,BENCILPENICILINA,0
#SREF!,CEFALOTINA,0
AREA DE CHOQUE,DILTIAZEM,5
#SREF!,LIDOCAINA,8
TERAPIA INTERMEDIA,CLORURO,20
#SREF!,BENCILPENICILINA,1
#SREF!,TERLIPRESINA,12
TERAPIA INTERMEDIA,ACETILCISTEINA,6
TERAPIA INTERMEDIA,MEROPENEM,4
#SREF!,ACETAZOLAMIDA,5
TERAPIA INTENSIVA METABOLICA,INSULINA,1
TERAPIA INTENSIVA METABOLICA,INSULINA,0
TERAPIA INTENSIVA METABOLICA,PARACETAMOL,5
TERAPIA INTENSIVA METABOLICA,HEPARINA,3
TERAPIA INTENSIVA METABOLICA,HEPARINA,2
AREA DE CHOQUE,AMIODARONA,12
#SREF!,MOSAPRIDA,10
#SREF!,LOPERAMIDA,15
#SREF!,SUCRALFATO,15
AREA DE CHOQUE,MIDAZOLAM,20
#SREF!,ACETILCISTEINA,10
AREA DE CHOQUE,LEVETIRACETAM,10
AREA DE CHOQUE,MIDAZOLAM,30
#SREF!,DEXMEDETOMIDINA,20
#SREF!,SERTRALINA,10
TERAPIA INTENSIVA METABOLICA,PARACETAMOL,10
TERAPIA INTENSIVA METABOLICA,BUTILHIOSCINA,3
AREA DE CHOQUE,VALPROICO,3
#SREF!,ACETILSALICILICO,5
#SREF!,MOSAPRIDA,6
#SREF!,BICARBONATO,14
#SREF!,VASOPRESINA,2
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINICO,2
TERAPIA INTERMEDIA,CEFTAZIDIMA/AVIBACTAM,0
AREA DE CHOQUE,NIFEDIPINO,6
AREA DE CHOQUE,PRAZOSINA,4
TERAPIA INTERMEDIA,METILPREDNISOLONA,0
#SREF!,POLIMIXINA/NEOMICINA/BACITRACINA,1
TERAPIA INTERMEDIA,CLORFENAMINA,2
TERAPIA INTERMEDIA,METAMIZOL,3
#SREF!,CIPROFLOXACINO,1
#SREF!,OCTREOTIDA,2
#SREF!,PREDNISONA,4
TERAPIA INTERMEDIA,METRONIDAZOL,2
AREA DE CHOQUE,MIDAZOLAM,25
ENDOSCOPIA,CAPTOPRIL,2
#SREF!,VANCOMICINA,8
AREA DE CHOQUE,ENOXAPARINA,5
#SREF!,PREGABALINA,20
#SREF!,ATORVASTATINA,30
#SREF!,METOPROLOL,20
#SREF!,EMTRICITABINA,30
#SREF!,ONDANSENTRON,30
#SREF!,TRAMADOL,20
#SREF!,METILPREDNISOLONA,10
#SREF!,NAPROXENO,6
TERAPIA INTENSIVA METABOLICA,AMPICILINA,6
TERAPIA INTERMEDIA,AMPICILINA,18
TERAPIA INTERMEDIA,HALOPERIDOL,1
TERAPIA INTENSIVA METABOLICA,FOLICO,3
TERAPIA INTERMEDIA,KETOROLACO,2
TERAPIA INTERMEDIA,MULTIVITAMINICO,4
TERAPIA INTERMEDIA,ASCORBICO,8
TERAPIA INTERMEDIA,AMIODARONA,6
#SREF!,BIPERIDENO,3
TERAPIA INTENSIVA METABOLICA,NITROGLICERINA,2
#SREF!,CIPROFLOXACINO,2
#SREF!,CLINDAMICINA,2
#SREF!,AMOXICILINA/CLAVULATO,0
#SREF!,HIERRO,5
#SREF!,GLUCONATO,25
#SREF!,FOSFATO,15
#SREF!,SULFATO,25
#SREF!,MISOPROSTOL,10
#SREF!,CLORFENAMINA,2
TERAPIA INTERMEDIA,ERTAPENEM,2
TERAPIA INTERMEDIA,FOSFOMICINA,16
TERAPIA INTENSIVA METABOLICA,MIDAZOLAM,40
TERAPIA INTERMEDIA,KETOROLACO,3
TERAPIA INTERMEDIA,OMEPRAZOL,12
TERAPIA INTENSIVA METABOLICA,PREDNISONA,3
TERAPIA INTENSIVA METABOLICA,METOTREXATE,3
TERAPIA INTERMEDIA,CLARITROMICINA,1
TERAPIA INTERMEDIA,FOSFOMICINA,6
TERAPIA INTENSIVA METABOLICA,NIFEDIPINO,3
#SREF!,ROCURONIO,60
#SREF!,ENOXAPARINA,12
TERAPIA INTERMEDIA,ACETILCISTEINA,20
TERAPIA INTERMEDIA,HIDROCORTISONA,20
TERAPIA INTERMEDIA,METILPREDNISOLONA,5
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,25
#SREF!,GLUCOSA,20
#SREF!,ROCURONIO,5
#SREF!,ASCORBICO,50
#SREF!,OMEPRAZOL,30
#SREF!,SUGAMMADEX,50
TERAPIA INTENSIVA METABOLICA,COLISTIMETATO,3
#SREF!,HALOPERIDOL,13
#SREF!,METAMIZOL,12
TERAPIA INTERMEDIA,NITROGLICERINA,2
TERAPIA INTERMEDIA,FENITOINA,5
TERAPIA INTERMEDIA,FOSFOMICINA,13
TERAPIA INTERMEDIA,CLONAZEPAM,1
TERAPIA INTERMEDIA,FLUMAZENIL,5
TERAPIA INTERMEDIA,FOSFOMICINA,20
AREA DE CHOQUE,HALOPERIDOL,4
#SREF!,RIFAMPICINA,16
#SREF!,POLIMIXINA/NEOMICINA/BACITRACINA,4
TERAPIA INTENSIVA METABOLICA,FOLICO,2
TERAPIA INTENSIVA METABOLICA,COLISTIMETATO,2
#SREF!,RISPERIDONA,1
#SREF!,SERTRALINA,6
#SREF!,BIPERIDENO,1
#SREF!,ROCURONIO,70
#SREF!,SULFATO,40
#SREF!,POLIMIXINA/NEOMICINA/BACITRACINA,0
#SREF!,DEXMEDETOMIDINA,60
#SREF!,SULFATO,100
TERAPIA INTERMEDIA,HEPARINA,10
#SREF!,SULFADIAZINA,1
#SREF!,ATORVASTATINA,8
#SREF!,CEFALOTINA,12
TERAPIA INTERMEDIA,AMIKACINA,2
TERAPIA INTENSIVA METABOLICA,FENTANILO,12
TERAPIA INTENSIVA METABOLICA,SUCRALFATO,3
#SREF!,LIDOCAINA,3
TERAPIA INTENSIVA METABOLICA,MEROPENEM,6
TERAPIA INTENSIVA METABOLICA,INDOMETACINA,3
TERAPIA INTERMEDIA,FOSFOMICINA,24
#SREF!,ONDANSETRON,0
#SREF!,AMIKACINA,8
ENDOSCOPIA,FUROSEMIDA,10
ENDOSCOPIA,SULFATO,10
ENDOSCOPIA,BICARBONATO,10
ENDOSCOPIA,NITROGLICERINA,1
#SREF!,MISOPROSTOL,0
#SREF!,ACETILCISTEINA,30
#SREF!,SUCRALFATO,50
#SREF!,PROPRANOLOL,30
URGENCIAS PEDIATRICAS,HIPROMELOSA,2
#SREF!,LOPERAMIDA,10
#SREF!,ELECTROLITOS,1
#SREF!,METAMIZOL,23
#SREF!,OMEPRAZOL,11
#SREF!,ATORVASTATINA,3
#SREF!,FUROSEMIDA,11
#SREF!,METOCLOPRAMIDA,14
#SREF!,ONDANSETRON,4
#SREF!,RISPERIDONA,2
#SREF!,SULFATO,6
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,4
TERAPIA INTERMEDIA,CEFOTAXIMA,8
TERAPIA INTERMEDIA,DEXAMETASONA,2
#SREF!,GLUCOSA,1
AREA DE CHOQUE,DOBUTAMINA,10
#SREF!,LACTATO,2
#SREF!,HALOPERIDOL,0
TERAPIA INTERMEDIA,EZETIMIBA/SIMVASTATINA,2
TERAPIA INTENSIVA METABOLICA,TRIMETOPRIM/SULFAMETOXAZOL,3
TERAPIA INTENSIVA METABOLICA,MEROPENEM,4
AREA DE CHOQUE,AMIODARONA,2
AREA DE CHOQUE,CARBOXIMETILCELULOSA,1
TERAPIA INTENSIVA METABOLICA,FOLICO,1
TERAPIA INTENSIVA METABOLICA,LINEZOLID,2
TERAPIA INTENSIVA METABOLICA,AMIKACINA,3
TERAPIA INTENSIVA METABOLICA,VECURONIO,4
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINICO,4
#SREF!,CEFOTAXIMA,5
TERAPIA INTERMEDIA,METAMIZOL,15
TERAPIA INTERMEDIA,SULFATO,20
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,50
#SREF!,SALBUTAMOL,2
TERAPIA INTERMEDIA,HIPROMELOSA,0
TERAPIA INTERMEDIA,SENOSIDOS,20
#SREF!,FENITOINA,5
AREA DE CHOQUE,AMIODARONA,1
#SREF!,METOPROLOL,1
#SREF!,DICLOFENACO,2
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,2
AREA DE CHOQUE,AMINOFILINA,15
TERAPIA INTERMEDIA,ASCORBICO,25
TERAPIA INTERMEDIA,METAMIZOL,35
TERAPIA INTERMEDIA,ACETILCISTEINA,40
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,40
TERAPIA INTERMEDIA,HIPROMELOSA,5
#SREF!,METAMIZOL,15
TERAPIA INTERMEDIA,ASCORBICO,4
TERAPIA INTENSIVA METABOLICA,AMIKACINA,2
TERAPIA INTERMEDIA,NOREPINEFRINA,6
#SREF!,AMIODARONA,2
#SREF!,AMITRIPTILINA,0
#SREF!,DEXAMETASONA,4
TERAPIA INTENSIVA METABOLICA,AMPICILINA,10
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINICO,3
TERAPIA INTENSIVA METABOLICA,DICLOFENACO,2
TERAPIA INTENSIVA METABOLICA,SUCRALFATO,2
TERAPIA INTENSIVA METABOLICA,TRIMETOPRIM/SULFAMETOXAZOL,6
TERAPIA INTENSIVA METABOLICA,NIFEDIPINO,2
#SREF!,CISATRACURIO,11
TERAPIA INTENSIVA METABOLICA,METAMIZOL,4
AREA DE CHOQUE,CEFTAZIDIMA,8
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,5
TERAPIA INTENSIVA METABOLICA,PROPOFOL,5
#SREF!,ATROPINA,20
#SREF!,INSULINA,8
#SREF!,FOSFATO,8
#SREF!,GLUCONATO,5
TERAPIA INTERMEDIA,AMIKACINA,1
#SREF!,METRONIDAZOL,5
TERAPIA INTERMEDIA,DEXAMETASONA,3
TERAPIA INTERMEDIA,INDOMETACINA,1
#SREF!,INMUNOGLOBULINA,9
URGENCIAS GINECOBSTETRICAS,ERGONOVINA,0
AREA DE CHOQUE,AMIODARONA,3
#SREF!,CEFOTAXIMA,8
TERAPIA INTERMEDIA,HALOPERIDOL,4
#SREF!,VECURONIO,1
#SREF!,LEVETIRACETAM,0
#SREF!,METILPREDNISOLONA,4
TERAPIA INTERMEDIA,ENOXAPARINA,8
#SREF!,ITRACONAZOL,6
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,45
QUIROFANOS,BUPRENORFINA,30
TERAPIA INTENSIVA,AMIKACINA,3
TERAPIA INTERMEDIA,INDOMETACINA,2
TERAPIA INTENSIVA METABOLICA,DICLOFENACO,6
TERAPIA INTENSIVA METABOLICA,TRIMETOPRIM/SULFAMETOXAZOL,5
AREA DE CHOQUE,VANCOMICINA,0
AREA DE CHOQUE,NIFEDIPINO,0
CIRUGIA GENERAL,PARACETAMOL,0
MEDICINA INTERNA,ITRACONAZOL,10
MEDICINA INTERNA,INMUNOGLOBULINA,9
OTORRINOLARINGOLOGIA,CEFTRIAXONA,2
OTORRINOLARINGOLOGIA,METRONIDAZOL,3
URGENCIAS,NIFEDIPINO,0
TERAPIA INTERMEDIA,METOCLOPRAMIDA,25
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,35
TERAPIA INTERMEDIA,NIFEDIPINO,4
URGENCIAS,PROPOFOL,14
URGENCIAS,ENOXAPARINA,6
ORTOPEDIA,METILPREDNISOLONA,20
AREA DE CHOQUE,NAPROXENO,8
AREA DE CHOQUE,FOSFATO,25
ORTOPEDIA,ACETILCISTEINA,20
ORTOPEDIA,NIFEDIPINO,20
ORTOPEDIA,LOPERAMIDA,20
TERAPIA INTENSIVA,ROCURONIO,60
ANESTESIOLOGIA,ROCURONIO,20
MEDICINA INTERNA,VORICONAZOL,5
MEDICINA INTERNA,METOCLOPRAMIDA,0
MEDICINA INTERNA,PROPOFOL,30
MEDICINA INTERNA,OMEPRAZOL,8
MEDICINA INTERNA,VECURONIO,150
MEDICINA INTERNA,DEXMEDETOMIDINA,40
MEDICINA INTERNA,CLORURO,0
TERAPIA INTENSIVA,VORICONAZOL,2
TERAPIA INTENSIVA,LEVOTIROXINA,5
GINECO OBSTETRICIA,VANCOMICINA,0
URGENCIAS,CLINDAMICINA,6
QUIROFANOS,FITOMENADIONA,5
MEDICINA INTERNA,ROCURONIO,48
MEDICINA INTERNA,COLECALCIFEROL,1
MEDICINA INTERNA,MULTIVITAMINAS,0
UNIDAD TOCOQUIRURGICA,CLONIXINATO,5
ORTOPEDIA,MOSAPRIDA,50
MEDICINA INTERNA,VECURONIO,50
MEDICINA INTERNA,DOPAMINA,15
ORTOPEDIA,LEVOTIROXINA,20
TERAPIA INTENSIVA,DEXMEDETOMIDINA,0
TERAPIA INTENSIVA,ATORVASTATINA,10
MEDICINA INTERNA,ENOXAPARINA,20
MEDICINA INTERNA,ENOXAPARINA,16
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FOLICO,5
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SENOSIDOS,10
AREA DE CHOQUE,METOCLOPRAMIDA,30
AREA DE CHOQUE,METILPREDNISOLONA,30
AREA DE CHOQUE,METAMIZOL,30
TERAPIA INTENSIVA METABOLICA,DIAZEPAM,6
INFECTOLOGIA,ERTAPENEM,7
TERAPIA INTENSIVA METABOLICA,TIGECICLINA,6
QUIROFANOS,METAMIZOL,10
TERAPIA INTENSIVA PEDIATRICA,METOCLOPRAMIDA,2
TERAPIA INTENSIVA,CLORURO,0
TERAPIA INTERMEDIA,DOPAMINA,1
TERAPIA INTERMEDIA,DEXAMETASONA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CASPOFUNGINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,MEROPENEM,6
CIRUGIA PLASTICA Y RECONSTRUCTIVA,COLISTIMETATO,2
GINECO OBSTETRICIA,PARACETAMOL,0
GINECO OBSTETRICIA,ENOXAPARINA,3
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,3
TERAPIA INTENSIVA,SENOSIDOS,8
URGENCIAS,BIPERIDENO,1
TERAPIA INTENSIVA METABOLICA,CLORURO,50
MEDICINA INTERNA,COLECALCIFEROL,5
OFTALMOLOGIA (HOSPITALIZACION),PILOCARPINA,5
OFTALMOLOGIA (HOSPITALIZACION),NITROGLICERINA,1
OFTALMOLOGIA (HOSPITALIZACION),DOPAMINA,5
OFTALMOLOGIA (HOSPITALIZACION),HIDROCORTISONA,5
OFTALMOLOGIA (HOSPITALIZACION),DEXAMETASONA,10
MEDICINA INTERNA,ENOXAPARINA,12
ORTOPEDIA,PARACETAMOL,30
ORTOPEDIA,ONDANSENTRON,30
ORTOPEDIA,ONDANSETRON,30
ORTOPEDIA,SENOSIDOS,30
ORTOPEDIA,LOPERAMIDA,30
GINECO OBSTETRICIA,ENOXAPARINA,1
TERAPIA INTERMEDIA,ROCURONIO,15
TERAPIA INTERMEDIA,ASCORBICO,12
ANESTESIOLOGIA,DEXAMETASONA,30
ANESTESIOLOGIA,TRAMADOL,30
URGENCIAS,PROPOFOL,7
AREA DE CHOQUE,BIPERIDENO,4
ORTOPEDIA,METRONIDAZOL,0
ORTOPEDIA,SUCRALFATO,2
TERAPIA INTENSIVA,ALOPURINOL,2
MEDICINA INTERNA,ATROPINA,5
ENDOSCOPIA,DEXMEDETOMIDINA,2
URGENCIAS,MEROPENEM,0
TERAPIA INTENSIVA,MEROPENEM,0
TERAPIA INTENSIVA,ACICLOVIR,9
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ATORVASTATINA,4
ORTOPEDIA,ENOXAPARINA,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,HIDROCORTISONA,4
TERAPIA INTERMEDIA,CEFOTAXIMA,6
AREA DE CHOQUE,DESMOPRESINA,1
TERAPIA INTENSIVA,COLISTIMETATO,3
TERAPIA INTERMEDIA,LACTULOSA,3
TERAPIA INTERMEDIA,SENOSIDOS,12
URGENCIAS,CAPTOPRIL,5
MEDICINA INTERNA,DOPAMINA,6
TERAPIA INTENSIVA METABOLICA,SUCRALFATO,4
TERAPIA INTENSIVA METABOLICA,TIGECICLINA,4
TERAPIA INTENSIVA METABOLICA,FITOMENADIONA,2
TERAPIA INTERMEDIA,ONDANSETRON,4
TERAPIA INTERMEDIA,HIPROMELOSA,1
TERAPIA INTERMEDIA,ALOPURINOL,2
TERAPIA INTERMEDIA,COLCHICINA,2
URGENCIAS,DEXMEDETOMIDINA,1
TERAPIA INTERMEDIA,CLORURO,2
TERAPIA INTERMEDIA,NITROGLICERINA,1
TERAPIA INTERMEDIA,NALBUFINA,0
TERAPIA INTERMEDIA,LIDOCAINA,2
TERAPIA INTENSIVA,ENOXAPARINA,8
TERAPIA INTENSIVA,SENOSIDOS,12
TERAPIA INTENSIVA,OMEPRAZOL,10
TERAPIA INTENSIVA,ROCURONIO,40
MEDICINA INTERNA,PROPOFOL,15
MEDICINA INTERNA,ENOXAPARINA,6
TERAPIA INTENSIVA,DOXICICLINA,1
TERAPIA INTENSIVA,INDOMETACINA,2
ANESTESIOLOGIA,KETAMINA,25
UNIDAD TOCOQUIRURGICA,ENOXAPARINA,1
ORTOPEDIA,MULTIVITAMINAS,0
ORTOPEDIA,HIDROCORTISONA,0
ORTOPEDIA,ENOXAPARINA,20
ORTOPEDIA,BUTILHIOSCINA,30
ORTOPEDIA,ASCORBICO,10
URGENCIAS,SENOSIDOS,5
MEDICINA INTERNA,METAMIZOL,10
URGENCIAS,ASCORBICO,1
TERAPIA INTENSIVA,TOBRAMICINA,1
QUIROFANOS,LINEZOLID,1
QUIROFANOS,MEROPENEM,2
CIRUGIA GENERAL,MIDAZOLAM,40
MEDICINA INTERNA,MIDAZOLAM,60
TERAPIA INTENSIVA,BUPRENORFINA,30
TERAPIA INTENSIVA PEDIATRICA,OXIMETAZOLINA,2
TERAPIA INTERMEDIA,SENOSIDOS,30
CIRUGIA GENERAL,ITRACONAZOL,4
TERAPIA INTENSIVA METABOLICA,CEFEPIME,6
TERAPIA INTERMEDIA,COLCHICINA,3
AREA DE CHOQUE,DESMOPRESINA,2
TERAPIA INTENSIVA PEDIATRICA,CEFALOTINA,4
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,5
MEDICINA INTERNA,ENOXAPARINA,8
URGENCIAS,KETOROLACO/TRAMADOL,10
QUIROFANOS,OMEPRAZOL,25
AREA DE CHOQUE,METFORMINA,4
TERAPIA INTENSIVA METABOLICA,GLUCOSA,6
MEDICINA INTERNA,DEXMEDETOMIDINA,30
MEDICINA INTERNA,PARACETAMOL,12
MEDICINA INTERNA,FOSFATO,12
MEDICINA INTERNA,NOREPINEFRINA,25
TERAPIA INTENSIVA,ENOXAPARINA,14
TERAPIA INTENSIVA,METOCLOPRAMIDA,12
TERAPIA INTENSIVA,METAMIZOL,9
TERAPIA INTENSIVA,SULFATO,20
ORTOPEDIA,PREDNISONA,10
PEDIATRIA CLINICA,ENOXAPARINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ALOPURINOL,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NITROPRUSIATO,1
URGENCIAS,IMIPENEM,2
ENDOSCOPIA,OMEPRAZOL,1
ENDOSCOPIA,CLARITROMICINA,1
MEDICINA INTERNA,CEFEPIME,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ESPIRONOLACTONA,2
URGENCIAS GINECOBSTETRICAS,NIFEDIPINO,0
URGENCIAS GINECOBSTETRICAS,HIDRALAZINA,0
URGENCIAS GINECOBSTETRICAS,NIFEDIPINO,3
URGENCIAS GINECOBSTETRICAS,HIDRALAZINA,20
TERAPIA INTENSIVA METABOLICA,CLARITROMICINA,2
TERAPIA INTENSIVA,ATORVASTATINA,3
MEDICINA INTERNA,CICLOFOSFAMIDA,0
MEDICINA INTERNA,METILPREDNISOLONA,0
URGENCIAS,NITROGLICERINA,4
ORTOPEDIA,FOLICO,30
TERAPIA INTENSIVA METABOLICA,GLUCOSA,8
TERAPIA INTENSIVA METABOLICA,NOREPINEFRINA,50
TERAPIA INTENSIVA METABOLICA,INSULINA,2
TERAPIA INTERMEDIA,SULFATO,100
TERAPIA INTERMEDIA,CLORURO,50
URGENCIAS,LIDOCAINA/EPINEFRINA,1
ORTOPEDIA,PARACETAMOL,60
ORTOPEDIA,OMEPRAZOL,50
