DESCRIPCION PRINCIPIO ACTIVO,NOMBRE GENERICO,PRESENTACION,FABRICANTE,PRECIO MAXIMO DE VENTA TRANSACCION FINAL COMERCIAL
PREGABALINA,PREBALIX,SOLIDO,LAFRANCOL,NO REGULADO
LETROZOL,LETOVAL,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
OLMESARTAN,EXPOTEN-H,SOLIDO,RICHMOND,NO REGULADO
VALSARTAN,VARTALAN,SOLIDO,SYNTHESIS,NO REGULADO
ORLISTAT,SOGRAS,SOLIDO,GIMED,NO REGULADO
OMEPRAZOL,ULCEDINE,SOLIDO,GIMED,NO REGULADO
RALOXIFENO,RALOXIFENE,SOLIDO,INCEPTAPHARMACEUTICALS,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 30,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 28,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 15,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 2,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 4,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 7,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 10,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 14,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 20,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 50,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 100,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 500,NO REGULADO
METFORMINA,GLYREE,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,ORAL DE LIBERACION MODIFICADA X 1000,NO REGULADO
METOPROLOL,IPCA REVELOL XL,SOLIDO,IPCA,NO REGULADO
MEROPENEM,MEROPIDEL,LIQUIDO/SOLIDO,GLAXOSMITHKLINE,NO REGULADO
OLMESARTAN,GALAXARTAN,SOLIDO,NOVARTIS,NO REGULADO
TOBRAMICINA,BELBARMICINA,LIQUIDO,BLUEPHARMA,NO REGULADO
TOBRAMICINA,,,,NO REGULADO
LAMOTRIGINA,LAMOTRIGINA,SOLIDO,WINTHROP,NO REGULADO
QUETIAPINA,GOFYL TM,SOLIDO,AXON,NO REGULADO
QUETIAPINA,GOFYL,SOLIDO,AXON,NO REGULADO
SITAGLIPTINA,RISTABEN,SOLIDO,MERCK SHARP DOME,NO REGULADO
SITAGLIPTINA,,,,NO REGULADO
LEVETIRACETAM,LEVETIRACETAM,SOLIDO,ARQUEMYS,NO REGULADO
SEVOFLURANO,BLOKTEC,LIQUIDO,BCN MEDICAL,NO REGULADO
ORLISTAT,FREEGRAS,SOLIDO,UQUIFA,NO REGULADO
ORLISTAT,,,,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,HEALTH NET,NO REGULADO
LAMOTRIGINA,LAMICTAL XR,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
GEMCITABINA,GERCIZAR,LIQUIDO/SOLIDO,GLAXOSMITHKLINE,NO REGULADO
PROMESTRIENO,COLPOTROFINE,SEMISOLIDO,TEVA,NO REGULADO
LEVETIRACETAM,VISIONEER,SOLIDO,PFIZER,NO REGULADO
PACLITAXEL,TAPAKLET,LIQUIDO/SOLIDO,GLAXOSMITHKLINE,NO REGULADO
CARGLUTAMICO,CARBAGLU,SOLIDO,RECORDATI RARE DISEASES,NO REGULADO
TENOFOVIR,INMUNOVIR,SOLIDO,BIOTOSCANA,NO REGULADO
METOPROLOL,BARKINOL,SOLIDO,PFIZER,NO REGULADO
MICOFENOLICO,,,,NO REGULADO
DUTASTERIDA,DUTAPROS,SOLIDO,APOLO,NO REGULADO
DUTASTERIDA,,,,NO REGULADO
CABERGOLINA,CABERLACT,SOLIDO,METLEN PHARMA,NO REGULADO
FLUMAZENIL,FLUMAZENIL,LIQUIDO/SOLIDO,BIOSANO,NO REGULADO
FLUDARABINA,FLUDARINA,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
BICALUTAMIDA,BICAN,SOLIDO,NEXT PHARMA SOURCING,NO REGULADO
LETROZOL,LETROZOL,SOLIDO,ASPIGEN,NO REGULADO
ESTRADIOL,AGARTI,SEMISOLIDO,MEGA LABS,NO REGULADO
QUETIAPINA,QUETIAPINA,SOLIDO,NORMON,NO REGULADO
OMEPRAZOL,OMEPRAZOL,SOLIDO,OPHALAC,NO REGULADO
IPRATROPIO,BROMURO DE IPRATROPIO,LIQUIDO,OPHALAC,NO REGULADO
FACTOR,HAEMONINE,LIQUIDO/SOLIDO,BIOTEST,NO REGULADO
BRIMONIDINA,BRIMOFTAL Z,LIQUIDO,TECNOQUIMICAS,NO REGULADO
OMEPRAZOL,PROPISOL,SOLIDO,COMERFAR,NO REGULADO
DONEPEZIL,ALZEDON,SOLIDO,SANDOZ,NO REGULADO
VERAPAMILO,VERAPAMILO,SOLIDO,MERCK,NO REGULADO
CANDESARTAN,,,,NO REGULADO
LANSOPRAZOL,LOPRAL,SOLIDO,MEGA LABS,NO REGULADO
VALSARTAN,AMPLIRON,SOLIDO,MEGA LABS,NO REGULADO
MONTELUKAST,AMINOFER,SOLIDO,AMERICA,NO REGULADO
LETROZOL,LOZOR,SOLIDO,PROCAPS,NO REGULADO
EFAVIRENZ,EFAVIRENZ,SOLIDO,BIOTOSCANA,NO REGULADO
VERAPAMILO,VERATRIL,SOLIDO,HEIMDALL,NO REGULADO
LAMOTRIGINA,LEUMONT,SOLIDO,ANDROMACO,NO REGULADO
LAMOTRIGINA,,,,NO REGULADO
OMEPRAZOL,PRAZED,SOLIDO,NOVAMED,NO REGULADO
ROMIPLOSTIM,,,,NO REGULADO
QUETIAPINA,TIAPINAN,SOLIDO,SANOFI AVENTIS,NO REGULADO
FLUDARABINA,DABIFLUX,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
EFAVIRENZ,EFAVAX,SOLIDO,BIOTOSCANA,NO REGULADO
OMEPRAZOL,OPRAXOL,SOLIDO,BIOTOSCANA,NO REGULADO
DONEPEZIL,DONEPEZILO,SOLIDO,ASPIGEN,NO REGULADO
DONEPEZIL,DONEPEZILO,SOLIDO,JUBILANT,NO REGULADO
FACTOR,REPLENINE,LIQUIDO/SOLIDO,BPL,NO REGULADO
DEXMEDETOMIDINA,DEXMEDETOMIDINA,LIQUIDO/SOLIDO,COMERCIAL MEDICA,NO REGULADO
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,PROCLIN,NO REGULADO
TIMOLOL,LOW PRESS,LIQUIDO,TECNOFAR,NO REGULADO
RISEDRONICO,RIGOTAL,SOLIDO,PFIZER,NO REGULADO
OMEPRAZOL,OMEPRAZOL,SOLIDO,BIOTOSCANA,NO REGULADO
MICOFENOLICO,MICOFENOLATO,SOLIDO,WINTHROP,NO REGULADO
CANDESARTAN,CANDAM,SOLIDO,LAFRANCOL,NO REGULADO
MEROPENEM,DUMIDEM,LIQUIDO/SOLIDO,DUMIAN,NO REGULADO
DALTEPARINA,DALTEPARINA,LIQUIDO/SOLIDO,COMERCIAL MEDICA,NO REGULADO
QUETIAPINA,QUEKLINE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
OMEPRAZOL,OMEPRAZOL,SOLIDO,COLMED,NO REGULADO
MEMANTINA,MEMIKARE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
CLOPIDOGREL,GRIDOKLINE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
PREGABALINA,DOLICA,SOLIDO,GENFAR,NO REGULADO
QUETIAPINA,QUETIAMET,SOLIDO,METLEN PHARMA,NO REGULADO
MIRTAZAPINA,RAMURE,SOLIDO,PFIZER,NO REGULADO
LAMOTRIGINA,NAKIMAL,SOLIDO,PFIZER,NO REGULADO
TOPIRAMATO,TRIOSC,SOLIDO,PFIZER,NO REGULADO
VENLAFAXINA,VENLAFAXINA,SOLIDO,GENFAR,NO REGULADO
LEVETIRACETAM,EXITELEV,SOLIDO,SANDOZ,NO REGULADO
MICOFENOLICO,MYMOBEX,SOLIDO,ASTRAZENECA,NO REGULADO
VALPROICO,DIVALPROEX XR,SOLIDO,ASTRAZENECA,NO REGULADO
ITRACONAZOL,ITRACOLIFE,SOLIDO,BIOLIFE,NO REGULADO
RISPERIDONA,PERIDON,LIQUIDO,GARMISCH,NO REGULADO
INDACATEROL,OSLIF BREEZHALER,SOLIDO,NOVARTIS,NO REGULADO
ATAZANAVIR,TREZERT,SOLIDO,MYLAN,NO REGULADO
TOPOTECAN,TOPOTECAN,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
ARIPIPRAZOL,AZYMOL,SOLIDO,SYNTHESIS,NO REGULADO
ARIPIPRAZOL,,,,NO REGULADO
OLMESARTAN,OLMESARTAN,SOLIDO,GENFAR,NO REGULADO
CISATRACURIO,BESILATO DE CISATRACURIO,LIQUIDO/SOLIDO,COMERCIAL MEDICA,NO REGULADO
DONEPEZIL,ZILOKLINE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
CLOPIDOGREL,LYVELSA,SOLIDO,BAYER,NO REGULADO
PRAMIPEXOLA,XOMIKLINE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
PRAMIPEXOLA,,,,NO REGULADO
SOMATROPINA,HUTROPE,SOLIDO,ELI LILLY,NO REGULADO
CARVEDILOL,DILOKLINE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
GANCICLOVIR,GANCICLOVIR,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
PREGABALINA,NEURIXA,SOLIDO,FARMA,NO REGULADO
MICOFENOLICO,LINFONEX,SOLIDO,SYNTHESIS,NO REGULADO
PRAMIPEXOLA,MIPEXOBEX TM,SOLIDO,ASTRAZENECA,NO REGULADO
TOPIRAMATO,TOPIRAMATO,SOLIDO,WINTHROP,NO REGULADO
TOPIRAMATO,,,,NO REGULADO
VALSARTAN,ALSARKLINE,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
ITRACONAZOL,ITRAFUNG,SOLIDO,SIEGFRIED,NO REGULADO
OMEPRAZOL,OMEGASTRIC,SOLIDO,FARMATECH,NO REGULADO
TIMOLOL,BRIMODELT PLUS,LIQUIDO,DELTA,NO REGULADO
CLOPIDOGREL,IPRAX,SOLIDO,LABINCO,NO REGULADO
CAFEINA,CITRATO DE CAFEINA,LIQUIDO/SOLIDO,RODERICK,NO REGULADO
PRAMIPEXOLA,PARMITAL,SOLIDO,MONTE VERDE,NO REGULADO
BRIMONIDINA,BRIMODEL T,LIQUIDO,DELTA,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
IRINOTECAN,IRINOTECAN,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
VINORELBINA,FADA VINORELBINA,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
LEVONORGESTREL,LEVONORGESTREL + ETINILESTRADIOL,SOLIDO,FAES FARMA,NO REGULADO
GONADOTROPINA,GONAGAM-HMG,LIQUIDO/SOLIDO,ZONEPHARMA,NO REGULADO
METOPROLOL,PROLOC,SOLIDO,RICHMOND,NO REGULADO
DEXMEDETOMIDINA,EUSEDEX,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
TEMOZOLOMIDA,TOMOZONEX,SOLIDO,ASTRAZENECA,NO REGULADO
EFAVIRENZ,RENZEFAV,SOLIDO,SANDOZ,NO REGULADO
RILUZOL,RILUZOLE,SOLIDO,SANDOZ,NO REGULADO
CLOPIDOGREL,TISTEN NF,SOLIDO,FARMA,NO REGULADO
DEFLAZACORT,DEFLAZACORT,SOLIDO,FARMADISA,NO REGULADO
TIMOLOL,DORZOVISION T,LIQUIDO,VITALIS,NO REGULADO
VINORELBINA,VINOREL,LIQUIDO/SOLIDO,ERIOCHEM,NO REGULADO
ZOLEDRONICO,ERIOPHOS,LIQUIDO/SOLIDO,ERIOCHEM,NO REGULADO
OXALIPLATINO,GOXYRAL,LIQUIDO/SOLIDO,ERIOCHEM,NO REGULADO
PREGABALINA,GABALIN,SOLIDO,GARMISCH,NO REGULADO
DOCETAXEL,DOCEVIAL,LIQUIDO/SOLIDO,CHALVER,NO REGULADO
GEMCITABINA,GEMRIOCHEM,LIQUIDO/SOLIDO,ERIOCHEM,NO REGULADO
GEMCITABINA,,,,NO REGULADO
DORZOLAMIDA,DORZODEL,LIQUIDO,DELTA,NO REGULADO
CABERGOLINA,LINEG,SOLIDO,GENFAR,NO REGULADO
DEXMEDETOMIDINA,KMETODIN,LIQUIDO/SOLIDO,KNOVEL PHARMA,NO REGULADO
TELMISARTAN,TELMISARTAN,SOLIDO,NOVARTIS,NO REGULADO
DIACEREINA,CARTIDEL,SOLIDO,RIMSA,NO REGULADO
QUETIAPINA,DRUGTECH QUETIDIN XR,SOLIDO,SYNTHESIS,NO REGULADO
PRAMIPEXOLA,LIVIPARK,SOLIDO,SANDOZ,NO REGULADO
PRAMIPEXOLA,PRAMIPEXOL,SOLIDO,NOVARTIS,NO REGULADO
DONEPEZIL,DONEPEZILO,SOLIDO,RICHMOND,NO REGULADO
OMEPRAZOL,PIRSEC,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
CLOPIDOGREL,NODIT,SOLIDO,LEGRAND,NO REGULADO
QUETIAPINA,INAVEN,SOLIDO,BCN MEDICAL,NO REGULADO
BISOPROLOL,BISOPROLOL,SOLIDO,NOVARTIS,NO REGULADO
VORICONAZOL,VARICREST,SOLIDO,SANDOZ,NO REGULADO
VORICONAZOL,VORICONAZOL,SOLIDO,NOVARTIS,NO REGULADO
VORICONAZOL,,,,NO REGULADO
VENLAFAXINA,VENIZ XR,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
LABETALOL,LABETALOL,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
EXEMESTANO,BRESTEX,SOLIDO,NTC,NO REGULADO
MIRTAZAPINA,ZIMVAKEN,SOLIDO,SANOFI AVENTIS,NO REGULADO
FENTANILO,FENYLDOL,SOLIDO,HUMAX,NO REGULADO
INMUNOGLOBULINA,HYQVIA,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
PEMETREXED,PRENTEL,LIQUIDO/SOLIDO,CHALVER,NO REGULADO
TEMOZOLOMIDA,,,,NO REGULADO
SOMATOSTATINA,SOMAPEP,LIQUIDO/SOLIDO,PHT&T,NO REGULADO
CAPECITABINA,CAPEXEL,SOLIDO,WELFARE CARESAS,NO REGULADO
MEROPENEM,UCIMEM,LIQUIDO/SOLIDO,AMAREY NOVAMEDICAL,NO REGULADO
MEROPENEM,,,,NO REGULADO
CELECOXIB,CEDOXIL,SOLIDO,UNIPHARM,NO REGULADO
PEMETREXED,PEMETREXED,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
MEMANTINA,MEMANTINA,SOLIDO,SANDOZ,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,DAMIPE,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,DAMIPE,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,ACTAVIS,NO REGULADO
IRINOTECAN,IRINOTECAN,LIQUIDO/SOLIDO,ACTAVIS,NO REGULADO
PEMETREXED,,,,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,ACTAVIS,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,ACTAVIS,NO REGULADO
OMEPRAZOL,ULCEPAR,SOLIDO,PATMAR,NO REGULADO
OMEPRAZOL,,,,NO REGULADO
VALSARTAN,VALSARTAN,SOLIDO,MANUFACTURERA MUNDIAL FARMACEUTICA,NO REGULADO
PACLITAXEL,AZEC,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
TELMISARTAN,CARDITEL,SOLIDO,MYLAN,NO REGULADO
DOXORUBICINA,DOXOSEVEN 50,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
DOXORUBICINA,DOXOSEVEN 10,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
DIACEREINA,DIACEREINA,SOLIDO,LA SANTE,NO REGULADO
LANSOPRAZOL,MONOLITUM FLAS,SOLIDO,FAES FARMA,NO REGULADO
ANASTROZOL,RIVAZOLE,SOLIDO,RIVERPHARMA,NO REGULADO
DOCETAXEL,DOTAXEL,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
DESVENLAFAXINA,FAPRIS,SOLIDO,MONTE VERDE,NO REGULADO
BICALUTAMIDA,ITALMIDE,SOLIDO,RIVERPHARMA,NO REGULADO
FLUTICASONA,FLUTICASYNT,LIQUIDO,BCN MEDICAL,NO REGULADO
LEVETIRACETAM,XITUCIRA,SOLIDO,SANOFI AVENTIS,NO REGULADO
COLISTIMETATO,COLISTIMETATO DE SODIO,LIQUIDO/SOLIDO,AMAREY NOVAMEDICAL,NO REGULADO
DESVENLAFAXINA,DESVENLAFAXINA,SOLIDO,SYNTHESIS,NO REGULADO
DESVENLAFAXINA,DESVENLAFAXINA,LIQUIDO/SOLIDO,SYNTHESIS,NO REGULADO
LATANOPROST,TANOP,LIQUIDO,NOVAGENE,NO REGULADO
FACTOR,GREEN GENE RECOMBINANT,LIQUIDO/SOLIDO,GREEN CROSS,NO REGULADO
LATANOPROST,LATAVITAL,LIQUIDO,VITALIS,NO REGULADO
LATANOPROST,LATAVITAL T,LIQUIDO,VITALIS,NO REGULADO
IDARRUBICINA,IDARUBICINA,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
LINEZOLID,LITASINA,SOLIDO,MEGA LABS,NO REGULADO
DUTASTERIDA,DUTASTERIDA,SOLIDO,SANDOZ,NO REGULADO
AMINOS,KETORENAL,SOLIDO,PHYTIS,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,VIE DE COLOMBIA,NO REGULADO
ANFOTERICINA,AMBULLET,LIQUIDO/SOLIDO,GPC PHARMA,NO REGULADO
INTERFERON,VALENTIFERON BETA,LIQUIDO/SOLIDO,BR PHARMA,NO REGULADO
EXEMESTANO,NIMESTANO,SOLIDO,NISSI,NO REGULADO
ORLISTAT,ORLISTAT,SOLIDO,LABINCO,NO REGULADO
TEMOZOLOMIDA,TEMOZOLOMIDA,SOLIDO,FRESENIUS,NO REGULADO
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
LATANOPROST,PROSTALMIX,LIQUIDO,WILLOW,NO REGULADO
LEVONORGESTREL,FLADEX,SOLIDO,UNIPHARM,NO REGULADO
PRUCALOPRIDA,COLONAID,SOLIDO,SYNTHESIS,NO REGULADO
OLMESARTAN,OLMESARTAN,SOLIDO,LA SANTE,NO REGULADO
LAMOTRIGINA,IPCALAM,SOLIDO,IPCA,NO REGULADO
FILGRASTIM,VALGRASTIM,LIQUIDO/SOLIDO,BR PHARMA,NO REGULADO
MITOXANTRONA,MITOXANTRONA,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
CARVEDILOL,EXPODILOL,SOLIDO,RICHMOND,NO REGULADO
METOPROLOL,METOPROLOL,SOLIDO,VIE DE COLOMBIA,NO REGULADO
LEVONORGESTREL,BSURE,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
GEMCITABINA,FOTINEX,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,DAMIPE,NO REGULADO
TIMOLOL,ANHIGOT,LIQUIDO,GRIN,NO REGULADO
IBANDRONICO,BANDRO, IBANDRONICO 3MG/3ML,INYECTABLE X 1,NO REGULADO
VENLAFAXINA,VILFAX,SOLIDO,ANZG,NO REGULADO
TIMOLOL,TIOF PLUS,LIQUIDO,SAVAL,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
COLISTIMETATO,NOLISIM,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
RISEDRONICO,RISEDRONATO,SOLIDO,TECNOQUIMICAS,NO REGULADO
RISEDRONICO,,,,NO REGULADO
MITOXANTRONA,MITOXANTRONA,LIQUIDO/SOLIDO,DAMIPE,NO REGULADO
DASATINIB,ETERSA,SOLIDO,LAFRANCOL,NO REGULADO
SILODOSINA,SEREPROST,SOLIDO,SYNTHESIS,NO REGULADO
SILODOSINA,,,,NO REGULADO
GEMCITABINA,GEMCIMIRA,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
PACLITAXEL,LILPACLI,LIQUIDO/SOLIDO,ELI LILLY,NO REGULADO
CANDESARTAN,CANDEXIL,SOLIDO,RICHMOND,NO REGULADO
DULOXETINA,DUZELA,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
TACROLIMUS,TACLIM,SOLIDO,PROCAPS,NO REGULADO
LETROZOL,LOSIRAL,SOLIDO,LAFRANCOL,NO REGULADO
OMEPRAZOL,OMEPRAZOL,SOLIDO,PROCAPS,NO REGULADO
VORICONAZOL,VORICONAZOL,SOLIDO,ADS PHARMA,NO REGULADO
QUETIAPINA,QUETIREL XR,SOLIDO,SANDOZ,NO REGULADO
FLUTICASONA,FLUTAMISYN,LIQUIDO,SYNTHESIS,NO REGULADO
ORLISTAT,ORLISTAT,SOLIDO,TECNOQUIMICAS,NO REGULADO
OXALIPLATINO,HOXALIRA,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
PEMETREXED,PEMINTAS,LIQUIDO/SOLIDO,INTAS,NO REGULADO
BORTEZOMIB,VELZOME,LIQUIDO/SOLIDO,NOVARTIS,NO REGULADO
LEVONORGESTREL,LEVONOR,SOLIDO,BIOSYNTEC,NO REGULADO
LAMOTRIGINA,NORMATRIN,SOLIDO,MK,NO REGULADO
BOSENTAN,BIOXENTAN,SOLIDO,BLUEPHARMA,NO REGULADO
DOCETAXEL,LILDOCEX,LIQUIDO/SOLIDO,ELI LILLY,NO REGULADO
TELMISARTAN,CARDIOCAP H,SOLIDO,LEGRAND,NO REGULADO
LEVETIRACETAM,MONAVRI XR,SOLIDO,UCB,NO REGULADO
BOSENTAN,USENTA,SOLIDO,MONTE VERDE,NO REGULADO
CANDESARTAN,DEXARTAN,SOLIDO,ADEXA,NO REGULADO
OMEPRAZOL,GENOPRAZOL,SOLIDO,GENOMA,NO REGULADO
DIENOGEST,ACOTOL SUAVE,SOLIDO,SYNTHESIS,NO REGULADO
IRBESARTAN,IRBEPREX A,SOLIDO,MEGA LABS,NO REGULADO
PREGABALINA,PREGABALINA,SOLIDO,CLINICOS Y HOSPITALARIOS,NO REGULADO
OMEPRAZOL,MOVIDOL PROTEC,SOLIDO,LAFRANCOL,NO REGULADO
MEROPENEM,PENEMCIRA,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
COLISTIMETATO,COLINTENSIN,LIQUIDO/SOLIDO,GPC PHARMA,NO REGULADO
BORTEZOMIB,BORTEZOM SEVEN,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
TENOFOVIR,TENOFOVIR,SOLIDO,CLINICOS Y HOSPITALARIOS,NO REGULADO
ZOLEDRONICO,ZOLESPIRA,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
DESVENLAFAXINA,,,,NO REGULADO
TEMOZOLOMIDA,TEMAZ,SOLIDO,HETERO LABS,NO REGULADO
FILGRASTIM,NUFIL SAFE,LIQUIDO/SOLIDO,BIOCON,NO REGULADO
ZOLEDRONICO,DRONIC,LIQUIDO/SOLIDO,NTC,NO REGULADO
CAPECITABINA,NABTICEN,SOLIDO,NISSI,NO REGULADO
CITARABINA,CYTARABINE INJECTION,LIQUIDO/SOLIDO,INTAS,NO REGULADO
CITARABINA,CITARABINA,LIQUIDO/SOLIDO,INTAS,NO REGULADO
TEMOZOLOMIDA,TEMOTAS,SOLIDO,INTAS,NO REGULADO
GEMCITABINA,GEMXUBA,LIQUIDO/SOLIDO,GLENMARK,NO REGULADO
ANFOTERICINA,L,ANFOTERICINA B (LIPIDICAS) 50MG/1U,INYECTABLE X 1,NO REGULADO
ANFOTERICINA,AMPHOLIP,LIQUIDO/SOLIDO,PHARMALAB,NO REGULADO
BOSENTAN,SULMIDA,SOLIDO,GALENO QUIMICA,NO REGULADO
LABETALOL,TELABELOL,LIQUIDO/SOLIDO,PRAESTANTIAM,NO REGULADO
PEMETREXED,PEMETREXED,LIQUIDO/SOLIDO,KEMEX,NO REGULADO
PACLITAXEL,TAXOL,LIQUIDO/SOLIDO,BRISTOL MYERS SQUIBB,NO REGULADO
ENOXAPARINA,ENOXAPARINA SODICA,LIQUIDO/SOLIDO,DELTA,NO REGULADO
ANFOTERICINA,AMFOTERICINA B,LIQUIDO/SOLIDO,PISA,NO REGULADO
TEMOZOLOMIDA,TEMOZOLOMIDA,SOLIDO,PINT PHARMA,NO REGULADO
LAMOTRIGINA,LAMOTRIGINA,SOLIDO,GENFAR,NO REGULADO
LANSOPRAZOL,LANGENIX,SOLIDO,HETERO,NO REGULADO
DEXMEDETOMIDINA,,,,NO REGULADO
TELMISARTAN,TEMRED,SOLIDO,DR REDDYS,NO REGULADO
DECITABINA,,,,NO REGULADO
BORTEZOMIB,NUBORTEZ,LIQUIDO/SOLIDO,INTAS,NO REGULADO
VERAPAMILO,VERAPAMIL,SOLIDO,GENVEN GENERICOS,NO REGULADO
MITOMICINA,MITOMICINA,LIQUIDO/SOLIDO,LKM,NO REGULADO
MITOMICINA,,,,NO REGULADO
ESOMEPRAZOL,,,,NO REGULADO
DECITABINA,HB EVOTABIN,LIQUIDO/SOLIDO,DOSA,NO REGULADO
PEMETREXED,TREMZATED,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
AGOMELATINA,NOMODEP,SOLIDO,MEGA LABS,NO REGULADO
SOLIFENACINA,SOLIFEN,SOLIDO,BUSSIE,NO REGULADO
INTERFERON,BLASTOFERON,LIQUIDO/SOLIDO,BIOSIDUS,NO REGULADO
BORTEZOMIB,TENIMIB,LIQUIDO/SOLIDO,NISSI,NO REGULADO
BORTEZOMIB,BORTELEG,LIQUIDO/SOLIDO,LEGRAND,NO REGULADO
